id,nombre,plataforma,marca,puntuacion usuarios,numero usuarios,popularidad
3423,League of Evil,Switch,NINTENDO,6.1,9,desconocido
1294,NASCAR: The Game 2013,PC,PC,4.8,49,desconocido
10770,Batman Begins,PlayStation2,SONY,7.7,100,poco conocido
14479,Operation Flashpoint: Elite,Xbox,MICROSOFT,8.3,27,desconocido
3426,Nexuiz,Xbox360,MICROSOFT,6.1,25,desconocido
15858,Street Racing Syndicate,GameCube,NINTENDO,8.7,19,desconocido
3989,Gear.Club Unlimited,Switch,NINTENDO,6.3,59,desconocido
14635,Musashi: Samurai Legend,PlayStation2,SONY,8.4,14,desconocido
6114,Chasing Aurora,WiiU,NINTENDO,6.9,20,desconocido
14624,lilt line,Wii,NINTENDO,8.4,5,desconocido
6653,The Legend of Spyro: Dawn of the Dragon,Wii,NINTENDO,7.0,30,desconocido
8021,Alien Breed,PlayStationVita,SONY,7.2,5,desconocido
8063,Thor: God of Thunder,DS,NINTENDO,7.2,13,desconocido
8003,Hell Yeah! Wrath of the Dead Rabbit,PC,PC,7.2,84,desconocido
1408,WRC 2: FIA World Rally Championship 2011,PlayStation3,SONY,4.9,15,desconocido
3856,Assassin's Creed Liberation HD,PlayStation3,SONY,6.2,96,desconocido
14604,"Warhammer 40,000: Fire Warrior",PlayStation2,SONY,8.4,68,desconocido
1101,TNA iMPACT!,PlayStation3,SONY,4.6,24,desconocido
7145,Mad Riders,Xbox360,MICROSOFT,7.1,17,desconocido
6217,Silent Hill: Downpour,PlayStation3,SONY,6.9,305,popular
6612,Crazy Taxi: Fare Wars,PSP,SONY,7.0,20,desconocido
6920,Restaurant Empire II,PC,PC,7.0,24,desconocido
6237,The Sinking City,PlayStation4,SONY,6.9,172,poco conocido
6106,The Dark Pictures - Little Hope,XboxOne,MICROSOFT,6.9,20,desconocido
1017,Peaky Blinders: Mastermind,PlayStation4,SONY,4.5,6,desconocido
6211,Heroes Chronicles: Conquest of the Underworld,PC,PC,6.9,10,desconocido
6221,The friends of Ringo Ishikawa,Switch,NINTENDO,6.9,21,desconocido
489,Snooker 19,Switch,NINTENDO,3.6,5,desconocido
486,InnerSpace,XboxOne,MICROSOFT,3.6,5,desconocido
6166,LEGO Harry Potter: Years 5-7,PlayStationVita,SONY,6.9,25,desconocido
3584,The Simpsons Game,Wii,NINTENDO,6.1,40,desconocido
1022,Tony Hawk's American Sk8land,GameBoyAdvance,NINTENDO,4.5,6,desconocido
11223,Dynasty Warriors: Gundam Reborn,PlayStation3,SONY,7.7,29,desconocido
3621,Kholat,PlayStation4,SONY,6.1,37,desconocido
6149,Attack on Pearl Harbor,PC,PC,6.9,38,desconocido
3410,The Walking Dead: The Telltale Series - A New Frontier Episode 5: From The Gallows,XboxOne,MICROSOFT,6.1,18,desconocido
6979,3 on 3 NHL Arcade,Xbox360,MICROSOFT,7.0,27,desconocido
4022,Danger Zone,PlayStation4,SONY,6.3,9,desconocido
1614,Zombie Driver HD,Xbox360,MICROSOFT,5.1,12,desconocido
5784,Chronology,PC,PC,6.8,16,desconocido
11135,Battles of Prince of Persia,DS,NINTENDO,7.7,15,desconocido
5985,Dusk Diver,PlayStation4,SONY,6.8,8,desconocido
1088,RymdResa,PC,PC,4.6,7,desconocido
10761,Harry Potter and the Sorcerer's Stone,GameBoyAdvance,NINTENDO,7.7,10,desconocido
5692,WWE WrestleMania X8,GameCube,NINTENDO,6.8,21,desconocido
6107,Kholat,PC,PC,6.9,136,poco conocido
941,Legions of Steel,PC,PC,4.4,11,desconocido
6123,Dusty Revenge,PC,PC,6.9,16,desconocido
6110,Pressure,PC,PC,6.9,27,desconocido
3879,Sea of Solitude,PC,PC,6.2,53,desconocido
15864,Speedball 2: Brutal Deluxe,Xbox360,MICROSOFT,8.7,10,desconocido
3793,F1 2015,XboxOne,MICROSOFT,6.2,26,desconocido
7194,The Council - Episode 5: Checkmate,PlayStation4,SONY,7.1,7,desconocido
433,Three Fourths Home: Extended Edition,XboxOne,MICROSOFT,3.5,11,desconocido
3690,Crimsonland,PlayStation4,SONY,6.2,38,desconocido
439,Microsoft Flight,PC,PC,3.5,106,poco conocido
1409,Snooker 19,PlayStation4,SONY,4.9,12,desconocido
7571,NFL Head Coach 09,PlayStation3,SONY,7.2,13,desconocido
6982,Aliens Versus Predator: Extinction,Xbox,MICROSOFT,7.0,23,desconocido
1438,Harry Potter and the Half-Blood Prince,PC,PC,5.0,65,desconocido
6672,The Franz Kafka Videogame,PC,PC,7.0,20,desconocido
11198,Heroes of Might and Magic IV: The Gathering Storm,PC,PC,7.7,35,desconocido
103,Command & Conquer 4: Tiberian Twilight,PC,PC,2.1,693,popular
4122,Rock of Ages 3: Make & Break,PlayStation4,SONY,6.3,8,desconocido
121,SimCity,PC,PC,2.2,4539,popular
7765,Whispering Willows,PC,PC,7.2,44,desconocido
7031,SwapQuest,PlayStationVita,SONY,7.0,6,desconocido
10634,Borderlands 2,PlayStationVita,SONY,7.7,368,popular
1572,Track Lab,PlayStation4,SONY,5.0,4,desconocido
802,Master of Orion 3,PC,PC,4.2,78,desconocido
1456,Danger Zone,XboxOne,MICROSOFT,5.0,6,desconocido
7165,Disgaea Infinite,PSP,SONY,7.1,27,desconocido
6989,Super Lucky's Tale,XboxOne,MICROSOFT,7.0,179,poco conocido
6139,King of Fighters: Maximum Impact,PlayStation2,SONY,6.9,17,desconocido
6534,AO Tennis 2,Switch,NINTENDO,7.0,36,desconocido
5711,Command & Conquer: Red Alert 3 - Uprising,PC,PC,6.8,103,poco conocido
618,Fallout: Brotherhood of Steel,PlayStation2,SONY,3.9,58,desconocido
6975,Chaos Wars,PlayStation2,SONY,7.0,11,desconocido
11160,Dragon Ball Z Budokai HD Collection,PlayStation3,SONY,7.7,57,desconocido
6165,Gal*Gun: Double Peace,PlayStation4,SONY,6.9,50,desconocido
640,Harry Potter and the Half-Blood Prince,Xbox360,MICROSOFT,4.0,25,desconocido
9970,N.E.R.O.: Nothing Ever Remains Obscure,XboxOne,MICROSOFT,7.6,61,desconocido
5682,Micro Machines V4,PlayStation2,SONY,6.8,10,desconocido
1592,ChromaGun VR,PlayStation4,SONY,5.1,14,desconocido
7733,Fur Fighters: Viggo's Revenge,PlayStation2,SONY,7.2,36,desconocido
650,Little Town Hero,Switch,NINTENDO,4.0,159,poco conocido
643,Pac-Man Museum,Xbox360,MICROSOFT,4.0,4,desconocido
1640,Arcania: Gothic 4,Xbox360,MICROSOFT,5.1,70,desconocido
6699,Serial Cleaner,PC,PC,7.0,26,desconocido
1434,Omen of Sorrow,PlayStation4,SONY,5.0,68,desconocido
7097,nail'd,Xbox360,MICROSOFT,7.1,16,desconocido
10879,Yonder: The Cloud Catcher Chronicles,PlayStation4,SONY,7.7,52,desconocido
1494,Lucky's Tale,PC,PC,5.0,20,desconocido
7564,Fallout: New Vegas - Honest Hearts,Xbox360,MICROSOFT,7.1,76,desconocido
5680,Legend of Kay Anniversary,PC,PC,6.8,10,desconocido
1433,StarDrone,PlayStation3,SONY,5.0,5,desconocido
10656,Pokemon Cafe Mix,Switch,NINTENDO,7.7,10,desconocido
16294,Rise & Fall: Civilizations at War,PC,PC,8.8,37,desconocido
14496,Test Drive Off-Road Wide Open,Xbox,MICROSOFT,8.3,9,desconocido
3770,Heroes of Might and Magic: Quest for the Dragon Bone Staff,PlayStation2,SONY,6.2,19,desconocido
8048,Wild ARMs XF,PSP,SONY,7.2,22,desconocido
5835,Scooby-Doo! Unmasked,GameCube,NINTENDO,6.8,10,desconocido
6212,Star Trek Away Team,PC,PC,6.9,7,desconocido
237,Storm,Xbox360,MICROSOFT,2.9,8,desconocido
10924,The Matrix: Path of Neo,PC,PC,7.7,74,desconocido
1329,King Oddball,PlayStation4,SONY,4.9,37,desconocido
3766,Yoshi's New Island,3DS,NINTENDO,6.2,190,poco conocido
7654,Touhou Genso Wanderer Reloaded,Switch,NINTENDO,7.2,6,desconocido
10676,Sonic Rivals,PSP,SONY,7.7,58,desconocido
10273,Intellivision Lives!,PlayStation2,SONY,7.6,5,desconocido
6218,Scribblenauts Showdown,PlayStation4,SONY,6.9,9,desconocido
6187,The Town of Light,PC,PC,6.9,87,desconocido
16295,Project Sylpheed: Arc of Deception,Xbox360,MICROSOFT,8.8,28,desconocido
5727,Academy of Champions: Soccer,Wii,NINTENDO,6.8,14,desconocido
7213,Call of Duty: Roads to Victory,PSP,SONY,7.1,44,desconocido
8072,Officers,PC,PC,7.2,12,desconocido
1406,Alien Breed 3: Descent,PC,PC,4.9,33,desconocido
3697,Final Fantasy Crystal Chronicles: Echoes of Time,Wii,NINTENDO,6.2,10,desconocido
7002,Darksiders III,PlayStation4,SONY,7.0,505,popular
7672,Fantastic 4,PlayStation2,SONY,7.2,23,desconocido
4073,Override: Mech City Brawl,XboxOne,MICROSOFT,6.3,6,desconocido
7729,The House of the Dead III,PlayStation3,SONY,7.2,14,desconocido
252,YIIK: A Postmodern RPG,PC,PC,3.0,26,desconocido
14482,Warrior Kings: Battles,PC,PC,8.3,18,desconocido
7573,Killer Is Dead,Xbox360,MICROSOFT,7.2,145,poco conocido
3640,Kerbal Space Program: Enhanced Edition,PlayStation4,SONY,6.2,21,desconocido
5669,The Delusions of Von Sottendorff and His Squared Mind,3DS,NINTENDO,6.8,5,desconocido
3710,Tekken 3D Prime Edition,3DS,NINTENDO,6.2,47,desconocido
8864,Brave: The Search for Spirit Dancer,PlayStation2,SONY,7.4,12,desconocido
9180,Gladiator: Sword of Vengeance,Xbox,MICROSOFT,7.4,11,desconocido
4957,007: Quantum of Solace,PlayStation3,SONY,6.6,59,desconocido
646,Sniper Elite V2 Remastered,PlayStation4,SONY,4.0,21,desconocido
451,Heroes of Normandie,PC,PC,3.6,20,desconocido
6439,LEGO The Incredibles,Switch,NINTENDO,6.9,17,desconocido
16012,Counter-Strike: Condition Zero,PC,PC,8.7,1610,popular
6559,Too Human,Xbox360,MICROSOFT,7.0,476,popular
9239,James Bond 007: Blood Stone,PlayStation3,SONY,7.4,59,desconocido
8807,Batman Begins,Xbox,MICROSOFT,7.4,24,desconocido
12995,S.W.I.N.E.,PC,PC,8.0,41,desconocido
4995,Spelunker Party!,Switch,NINTENDO,6.6,14,desconocido
2535,Barnyard,Wii,NINTENDO,5.7,7,desconocido
7421,Dig Dug: Digging Strike,DS,NINTENDO,7.1,7,desconocido
2593,Mister Mosquito,PlayStation2,SONY,5.7,16,desconocido
13089,Chaos Legion,PlayStation2,SONY,8.0,70,desconocido
6995,The Sims 2: Pets,Wii,NINTENDO,7.0,5,desconocido
6255,The Godfather II,Xbox360,MICROSOFT,6.9,62,desconocido
13124,Prince of Persia Revelations,PSP,SONY,8.0,34,desconocido
6907,Midway Arcade Treasures 3,GameCube,NINTENDO,7.0,4,desconocido
494,Payday 2: Crimewave Edition,XboxOne,MICROSOFT,3.7,97,desconocido
9213,Trillion: God of Destruction,PlayStationVita,SONY,7.4,45,desconocido
503,Lords of the Realm III,PC,PC,3.7,23,desconocido
610,SingStar Dance,PlayStation3,SONY,3.9,8,desconocido
12976,Mystery Case Files: The Malgrave Incident,Wii,NINTENDO,8.0,6,desconocido
6859,Heavy Weapon: Atomic Tank,PlayStation3,SONY,7.0,4,desconocido
7416,Gunman Chronicles,PC,PC,7.1,31,desconocido
2374,Powerstar Golf,XboxOne,MICROSOFT,5.6,133,poco conocido
594,Anthem,XboxOne,MICROSOFT,3.9,690,popular
5027,Resident Evil: The Mercenaries 3D,3DS,NINTENDO,6.6,128,poco conocido
8726,Neo Contra,PlayStation2,SONY,7.4,10,desconocido
12349,Mario & Sonic at the Rio 2016 Olympic Games,WiiU,NINTENDO,7.9,87,desconocido
6770,Cars,Wii,NINTENDO,7.0,7,desconocido
12368,Spider-Man 2,GameBoyAdvance,NINTENDO,7.9,8,desconocido
4839,Atomega,PC,PC,6.5,4,desconocido
261,Torchlight III,PC,PC,3.0,34,desconocido
12479,Secret Files: Tunguska,Wii,NINTENDO,7.9,9,desconocido
12427,Opoona,Wii,NINTENDO,7.9,15,desconocido
12429,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,Xbox,MICROSOFT,7.9,8,desconocido
16291,Mega Man Network Transmission,GameCube,NINTENDO,8.8,59,desconocido
16292,Obscure,PlayStation2,SONY,8.8,54,desconocido
4730,Painkiller: Overdose,PC,PC,6.5,85,desconocido
2750,Graveyard Keeper,Switch,NINTENDO,5.8,21,desconocido
200,World Championship Poker 2: Featuring Howard Lederer,PSP,SONY,2.7,18,desconocido
6784,The Crow's Eye,PC,PC,7.0,13,desconocido
9669,Virtua Tennis 4,Wii,NINTENDO,7.5,4,desconocido
6945,Farming Simulator 17,XboxOne,MICROSOFT,7.0,7,desconocido
154,UFC Personal Trainer: The Ultimate Fitness System,PlayStation3,SONY,2.4,5,desconocido
140,UEFA Euro 2012,PlayStation3,SONY,2.3,23,desconocido
6924,Wii Party U,WiiU,NINTENDO,7.0,154,poco conocido
12348,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,PlayStation2,SONY,7.9,9,desconocido
4751,Birthdays the Beginning,PlayStation4,SONY,6.5,13,desconocido
6858,198X,Switch,NINTENDO,7.0,16,desconocido
9744,Pro Cycling Manager Season 2013: Le Tour de France - 100th Edition,PC,PC,7.5,17,desconocido
9754,Dragon Ball: Revenge of King Piccolo,Wii,NINTENDO,7.5,17,desconocido
16522,Final Fantasy XV: Episode Prompto,PlayStation4,SONY,9.0,241,conocido
16290,NHL Rivals 2004,Xbox,MICROSOFT,8.8,21,desconocido
6889,Dedede's Drum Dash Deluxe,3DS,NINTENDO,7.0,9,desconocido
27,Star Wars Battlefront II,PC,PC,1.5,2988,popular
6939,Marvel: Ultimate Alliance 2,DS,NINTENDO,7.0,10,desconocido
2979,Medal of Honor Rising Sun,Xbox,MICROSOFT,5.9,31,desconocido
9720,Yoshi's Story,Nintendo64,NINTENDO,7.5,106,poco conocido
4641,Crash of the Titans,Xbox360,MICROSOFT,6.5,59,desconocido
9747,NASCAR 09,PlayStation3,SONY,7.5,10,desconocido
4850,Choplifter HD,PC,PC,6.5,20,desconocido
13056,Resident Evil: Revelations 2,PlayStationVita,SONY,8.0,103,poco conocido
6811,Onimusha Blade Warriors,PlayStation2,SONY,7.0,9,desconocido
294,Might & Magic: Chess Royale,PC,PC,3.1,23,desconocido
7025,Need for Speed Underground 2,DS,NINTENDO,7.0,29,desconocido
9210,"War, the Game",PC,PC,7.4,14,desconocido
2768,Risen 3: Titan Lords,PC,PC,5.8,892,popular
8745,Nintendo Pocket Football Club,3DS,NINTENDO,7.4,30,desconocido
15888,Eternal Poison,PlayStation2,SONY,8.7,13,desconocido
6129,Journey of a Roach,PC,PC,6.9,44,desconocido
12388,Dynasty Warriors: Gundam 3,Xbox360,MICROSOFT,7.9,21,desconocido
2729,Lovely Planet,XboxOne,MICROSOFT,5.8,5,desconocido
6971,007: Quantum of Solace,Xbox360,MICROSOFT,7.0,84,desconocido
4677,Legends of Wrestling,Xbox,MICROSOFT,6.5,4,desconocido
401,Choplifter HD,Xbox360,MICROSOFT,3.4,14,desconocido
15877,Sengoku Basara: Samurai Heroes,Wii,NINTENDO,8.7,18,desconocido
4617,Skelattack,PlayStation4,SONY,6.5,15,desconocido
2718,The VideoKid,Switch,NINTENDO,5.8,4,desconocido
6521,Teenage Mutant Ninja Turtles 2: Battle Nexus,GameBoyAdvance,NINTENDO,7.0,5,desconocido
8765,Digimon Rumble Arena 2,Xbox,MICROSOFT,7.4,5,desconocido
8743,Armored Core V,PlayStation3,SONY,7.4,54,desconocido
348,Kane & Lynch: Dead Men,Xbox360,MICROSOFT,3.3,342,popular
2757,Unrest,PC,PC,5.8,19,desconocido
9915,Cradle,PC,PC,7.5,67,desconocido
12452,Kirby Fighters 2,Switch,NINTENDO,7.9,32,desconocido
7016,Hoard,PC,PC,7.0,40,desconocido
9227,Farming Simulator 2013,PC,PC,7.4,116,poco conocido
16293,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,PlayStation2,SONY,8.8,25,desconocido
4660,Dead Space 2: Severed,PlayStation3,SONY,6.5,29,desconocido
8846,Pirates of the Caribbean,Xbox,MICROSOFT,7.4,28,desconocido
6957,Dracula 3: The Path of the Dragon,PC,PC,7.0,25,desconocido
6990,Ms. Pac-Man,Xbox360,MICROSOFT,7.0,4,desconocido
4651,Dig Dug,Xbox360,MICROSOFT,6.5,6,desconocido
12353,Mega Man X6,PlayStation,SONY,7.9,117,poco conocido
2745,Disney's Meet the Robinsons,Xbox360,MICROSOFT,5.8,4,desconocido
16045,NFL GameDay 2004,PlayStation2,SONY,8.7,6,desconocido
2388,Metal Wolf Chaos XD,PC,PC,5.6,22,desconocido
14983,RPG Maker II,PlayStation2,SONY,8.5,80,desconocido
8865,Mad Dash Racing,Xbox,MICROSOFT,7.4,7,desconocido
5550,Hinterland,PC,PC,6.7,42,desconocido
7587,The Solus Project,PlayStation4,SONY,7.2,15,desconocido
7772,Syphon Filter: The Omega Strain,PlayStation2,SONY,7.2,34,desconocido
8308,The Walking Dead: Michonne - Episode 1: In Too Deep,XboxOne,MICROSOFT,7.3,32,desconocido
14521,NBA Hoopz,Dreamcast,SEGA,8.3,4,desconocido
5310,Resident Evil: Dead Aim,PlayStation2,SONY,6.7,88,desconocido
7629,Dr. Luigi,WiiU,NINTENDO,7.2,66,desconocido
7677,Harvest Moon DS: Island of Happiness,DS,NINTENDO,7.2,25,desconocido
5740,Kill la Kill: IF,Switch,NINTENDO,6.8,33,desconocido
1360,My Hero One's Justice 2,XboxOne,MICROSOFT,4.9,9,desconocido
14049,Bee Movie Game,PlayStation2,SONY,8.2,11,desconocido
5483,Immortal Planet,PC,PC,6.7,6,desconocido
1846,Super Blood Hockey,Switch,NINTENDO,5.3,8,desconocido
5849,Away: Shuffle Dungeon,DS,NINTENDO,6.8,6,desconocido
13642,Over the Hedge,PC,PC,8.2,6,desconocido
14519,Conflict: Desert Storm,Xbox,MICROSOFT,8.3,18,desconocido
8284,Worms Blast,GameCube,NINTENDO,7.3,6,desconocido
14468,Military Madness: Nectaris,Xbox360,MICROSOFT,8.3,9,desconocido
13908,Dragon Ball Z: Shin Budokai - Another Road,PSP,SONY,8.2,36,desconocido
1875,Capcom Digital Collection,Xbox360,MICROSOFT,5.3,4,desconocido
1203,Heroes of Might & Magic III - HD Edition,PC,PC,4.7,207,conocido
5434,Dark Eclipse,PlayStation4,SONY,6.7,18,desconocido
1163,EyePet & Friends,PlayStation3,SONY,4.7,9,desconocido
2023,Dragon Age II: Legacy,PlayStation3,SONY,5.4,39,desconocido
2071,Gauntlet,Xbox360,MICROSOFT,5.4,9,desconocido
8168,Armored Core 4,Xbox360,MICROSOFT,7.3,33,desconocido
5353,Futuridium EP Deluxe,PlayStationVita,SONY,6.7,15,desconocido
5839,Wild West Guns,Wii,NINTENDO,6.8,5,desconocido
13357,M.A.C.H. Modified Air Combat Heroes,PSP,SONY,8.1,15,desconocido
5846,Two Worlds,PC,PC,6.8,256,conocido
5536,Robotron: 2084,Xbox360,MICROSOFT,6.7,6,desconocido
2091,Abyss Odyssey: Extended Dream Edition,PlayStation4,SONY,5.4,9,desconocido
5510,Ferrari Challenge Trofeo Pirelli,Wii,NINTENDO,6.7,19,desconocido
1155,Senran Kagura Burst Re:Newal,PlayStation4,SONY,4.7,46,desconocido
8188,The Baconing,PlayStation3,SONY,7.3,15,desconocido
8180,Feist,PC,PC,7.3,21,desconocido
14816,Brothers in Arms: D-Day,PSP,SONY,8.4,71,desconocido
2007,NHL 2K9,Wii,NINTENDO,5.4,19,desconocido
1338,Zombi,PC,PC,4.9,102,poco conocido
7778,Help Wanted: 50 Wacky Jobs,Wii,NINTENDO,7.2,6,desconocido
1471,Just Cause 4,PlayStation4,SONY,5.0,318,popular
5824,Dragon Ball Z: Budokai,GameCube,NINTENDO,6.8,24,desconocido
14507,Indiana Jones and the Emperor's Tomb,PlayStation2,SONY,8.3,21,desconocido
1667,Need for Speed: Undercover,PC,PC,5.1,318,popular
1452,Dangerous Driving,XboxOne,MICROSOFT,5.0,22,desconocido
5956,Batman: The Telltale Series - Episode 1: Realm of Shadows,XboxOne,MICROSOFT,6.8,41,desconocido
7605,Sword Art Online Re: Hollow Fragment,PlayStation4,SONY,7.2,86,desconocido
1530,Flockers,XboxOne,MICROSOFT,5.0,9,desconocido
1587,Conarium,PlayStation4,SONY,5.1,14,desconocido
14536,Untold Legends: The Warrior's Code,PSP,SONY,8.3,29,desconocido
7726,Supreme Ruler 2020,PC,PC,7.2,39,desconocido
7708,Gekido: Kintaro's Revenge,Switch,NINTENDO,7.2,11,desconocido
14510,The Grim Adventures of Billy & Mandy,PlayStation2,SONY,8.3,10,desconocido
5777,The Bradwell Conspiracy,PC,PC,6.8,9,desconocido
7593,The Sims 2,PSP,SONY,7.2,46,desconocido
5902,Gretzky NHL 06,PSP,SONY,6.8,4,desconocido
1646,Kung Fu Rabbit,WiiU,NINTENDO,5.1,28,desconocido
1342,Antigraviator,PC,PC,4.9,9,desconocido
7611,Super Runabout: San Francisco Edition,Dreamcast,SEGA,7.2,5,desconocido
6080,Yesterday,PC,PC,6.8,73,desconocido
8119,Black Knight Sword,Xbox360,MICROSOFT,7.3,7,desconocido
5833,Spore Creatures,DS,NINTENDO,6.8,25,desconocido
5657,Dragon's Lair 3D,GameCube,NINTENDO,6.8,4,desconocido
8398,Kick & Fennick,PlayStationVita,SONY,7.3,40,desconocido
14419,Harvest Moon: Tree of Tranquility,Wii,NINTENDO,8.3,31,desconocido
5515,"Warhammer 40,000: Inquisitor - Martyr",PlayStation4,SONY,6.7,39,desconocido
13677,Thunderstrike: Operation Phoenix,PlayStation2,SONY,8.2,6,desconocido
8307,Dexter's Laboratory: Deesaster Strikes!,GameBoyAdvance,NINTENDO,7.3,4,desconocido
8402,Heroes Over Europe,PC,PC,7.3,12,desconocido
1783,The Red Lantern,Switch,NINTENDO,5.2,5,desconocido
7706,Brawlout,XboxOne,MICROSOFT,7.2,5,desconocido
1746,Blacklight: Tango Down,PC,PC,5.2,32,desconocido
14513,Mafia,PlayStation2,SONY,8.3,101,poco conocido
1714,Monopoly Streets,Wii,NINTENDO,5.2,5,desconocido
13668,Izuna 2: The Unemployed Ninja Returns,DS,NINTENDO,8.2,15,desconocido
4688,MXGP2: The Official Motocross Videogame,PlayStation4,SONY,6.5,24,desconocido
7723,Sunset Overdrive and the Mystery of the Mooil Rig!,XboxOne,MICROSOFT,7.2,33,desconocido
6119,Darkened Skye,PC,PC,6.9,7,desconocido
7575,Eat Them!,PlayStation3,SONY,7.2,6,desconocido
8256,Zombie Panic in Wonderland,Wii,NINTENDO,7.3,11,desconocido
9159,Prince of Persia: The Forgotten Sands,PSP,SONY,7.4,20,desconocido
5037,"Warhammer 40,000: Kill Team",PlayStation3,SONY,6.6,15,desconocido
8910,Ash of Gods: Redemption,PlayStation4,SONY,7.4,29,desconocido
2451,Night Call,XboxOne,MICROSOFT,5.6,5,desconocido
4925,Cars,Xbox360,MICROSOFT,6.6,14,desconocido
4983,Gotham City Impostors,PC,PC,6.6,134,poco conocido
15200,CSI: Crime Scene Investigation: Dark Motives,PC,PC,8.5,20,desconocido
9192,Fairy Fencer F,PlayStation3,SONY,7.4,54,desconocido
4923,Morphite,Switch,NINTENDO,6.6,16,desconocido
8723,Armored Core: Verdict Day,Xbox360,MICROSOFT,7.4,13,desconocido
2368,MotoGP 08,PC,PC,5.6,8,desconocido
854,Genesis Alpha One,PlayStation4,SONY,4.3,35,desconocido
5018,Party Hard,PlayStation4,SONY,6.6,18,desconocido
13075,Phantom Brave: The Hermuda Triangle,PSP,SONY,8.0,10,desconocido
13072,Walt Disney World Quest: Magical Racing Tour,Dreamcast,SEGA,8.0,5,desconocido
15005,Axis & Allies,PC,PC,8.5,19,desconocido
844,The LEGO Movie 2 Videogame,XboxOne,MICROSOFT,4.3,9,desconocido
4964,Super Motherload,PlayStation4,SONY,6.6,91,desconocido
15677,Gungrave,PlayStation2,SONY,8.6,22,desconocido
8897,Barrow Hill: Curse of the Ancient Circle,PC,PC,7.4,18,desconocido
15416,Rocky: Legends,PlayStation2,SONY,8.6,12,desconocido
7234,Sherlock Holmes: The Devil's Daughter,PC,PC,7.1,144,poco conocido
2382,Delta Force: Xtreme,PC,PC,5.6,24,desconocido
2379,InnerSpace,PC,PC,5.6,10,desconocido
15388,Taz Wanted,PlayStation2,SONY,8.6,16,desconocido
15529,LEGO Battles,DS,NINTENDO,8.6,63,desconocido
6108,"Monsters, Inc. Scream Team",PlayStation,SONY,6.9,12,desconocido
8848,Blood of the Werewolf,PC,PC,7.4,45,desconocido
13062,Mini Ninjas Adventures,Xbox360,MICROSOFT,8.0,4,desconocido
8705,Remember Me,PC,PC,7.4,1100,popular
2348,Elegy for a Dead World,PC,PC,5.6,12,desconocido
720,Call of Duty: Ghosts - Onslaught,XboxOne,MICROSOFT,4.1,43,desconocido
5019,Battleship,XboxOne,MICROSOFT,6.6,9,desconocido
9224,Dance Dance Revolution Universe 2,Xbox360,MICROSOFT,7.4,5,desconocido
737,Dynasty Warriors 9,PlayStation4,SONY,4.1,144,poco conocido
7356,Defend Your Castle,Wii,NINTENDO,7.1,12,desconocido
4920,Band Hero,DS,NINTENDO,6.6,5,desconocido
1061,Blazing Angels: Squadrons of WWII,PC,PC,4.6,17,desconocido
6202,Titan Quest,Switch,NINTENDO,6.9,34,desconocido
948,NHL 08,PC,PC,4.4,20,desconocido
7329,Enter the Matrix,Xbox,MICROSOFT,7.1,70,desconocido
8290,The Escapists: The Walking Dead,XboxOne,MICROSOFT,7.3,6,desconocido
13510,Star Wars: Bounty Hunter,PlayStation2,SONY,8.1,45,desconocido
1125,Dungeons,PC,PC,4.6,107,poco conocido
13514,Marvel vs. Capcom 2,Xbox,MICROSOFT,8.1,27,desconocido
7353,Dead or School,Switch,NINTENDO,7.1,8,desconocido
1063,Flock!,PC,PC,4.6,9,desconocido
7239,Vostok Inc.,Switch,NINTENDO,7.1,12,desconocido
6205,Bee Simulator,Switch,NINTENDO,6.9,17,desconocido
14839,Juiced: Eliminator,PSP,SONY,8.4,7,desconocido
13544,Resident Evil Code: Veronica X HD,PlayStation3,SONY,8.1,91,desconocido
1096,MachiaVillain,PC,PC,4.6,5,desconocido
13156,Aven Colony,PC,PC,8.1,18,desconocido
8473,Sorcery Saga: The Curse of the Great Curry God,PlayStationVita,SONY,7.3,44,desconocido
13517,Custom Robo,GameCube,NINTENDO,8.1,33,desconocido
8217,Viking: Battle for Asgard,PlayStation3,SONY,7.3,38,desconocido
13151,Tears to Tiara II: Heir of the Overlord,PlayStation3,SONY,8.1,45,desconocido
9258,The Awakened Fate: Ultimatum,PlayStation3,SONY,7.4,26,desconocido
1004,The Raven: Legacy of a Master Thief - A Murder of Ravens,PC,PC,4.5,14,desconocido
8638,Aliens vs. Predator,PlayStation3,SONY,7.3,180,poco conocido
8467,Battle Engine Aquila,PC,PC,7.3,7,desconocido
6279,Baja: Edge of Control,Xbox360,MICROSOFT,6.9,19,desconocido
8656,FOX n FORESTS,PlayStation4,SONY,7.3,25,desconocido
6112,Tekken Hybrid,PlayStation3,SONY,6.9,36,desconocido
2199,One Piece: World Seeker,XboxOne,MICROSOFT,5.5,38,desconocido
7247,Human: Fall Flat,Switch,NINTENDO,7.1,32,desconocido
7285,Feeding Frenzy,Xbox360,MICROSOFT,7.1,17,desconocido
5041,Need for Speed: The Run,3DS,NINTENDO,6.6,29,desconocido
6387,X-COM: Enforcer,PC,PC,6.9,18,desconocido
7396,The Church in the Darkness,PC,PC,7.1,7,desconocido
2237,Fallout 3 - Operation: Anchorage,PC,PC,5.5,123,poco conocido
7246,Dynasty Warriors: Strikeforce,PSP,SONY,7.1,11,desconocido
