,puntuacion usuarios,marca
2560,7.5,NINTENDO
9024,7.5,NINTENDO
11601,7.5,NINTENDO
4372,7.5,NINTENDO
9038,7.5,NINTENDO
9054,7.5,NINTENDO
9069,7.5,NINTENDO
9077,7.5,NINTENDO
10756,7.5,NINTENDO
1748,7.5,NINTENDO
15461,7.5,NINTENDO
15381,7.5,NINTENDO
5650,7.5,NINTENDO
9117,7.5,NINTENDO
15438,7.5,NINTENDO
7250,7.5,NINTENDO
15370,7.5,NINTENDO
13500,7.5,NINTENDO
9439,7.5,NINTENDO
1721,7.5,NINTENDO
8898,7.5,NINTENDO
4576,7.5,NINTENDO
10779,7.5,NINTENDO
15926,7.5,NINTENDO
5647,7.5,NINTENDO
10365,7.5,NINTENDO
13567,7.5,NINTENDO
13527,7.5,NINTENDO
6481,7.5,NINTENDO
15840,7.5,NINTENDO
9446,7.5,NINTENDO
4365,7.5,NINTENDO
6486,7.5,NINTENDO
13549,7.5,NINTENDO
11673,7.5,NINTENDO
10835,7.5,NINTENDO
9784,7.5,NINTENDO
7661,7.5,NINTENDO
12677,7.5,NINTENDO
12127,7.5,NINTENDO
8254,7.5,NINTENDO
10252,7.5,NINTENDO
10259,7.5,NINTENDO
8270,7.5,NINTENDO
2055,7.5,NINTENDO
10264,7.5,NINTENDO
16189,7.5,NINTENDO
5037,7.5,NINTENDO
8293,7.5,NINTENDO
15009,7.5,NINTENDO
15551,7.5,NINTENDO
4009,7.5,NINTENDO
7657,7.5,NINTENDO
6205,7.5,NINTENDO
7613,7.5,NINTENDO
3663,7.5,NINTENDO
9956,7.5,NINTENDO
8396,7.5,NINTENDO
7590,7.5,NINTENDO
7563,7.5,NINTENDO
3519,7.5,NINTENDO
12128,7.5,NINTENDO
12129,7.5,NINTENDO
5053,7.5,NINTENDO
10238,7.5,NINTENDO
14360,7.5,NINTENDO
4128,7.5,NINTENDO
5785,7.5,NINTENDO
1001,7.5,NINTENDO
5066,7.5,NINTENDO
8084,7.5,NINTENDO
3052,7.5,NINTENDO
1018,7.5,NINTENDO
2264,7.5,NINTENDO
14284,7.5,NINTENDO
8109,7.5,NINTENDO
14753,7.5,NINTENDO
8161,7.5,NINTENDO
1046,7.5,NINTENDO
14241,7.5,NINTENDO
5984,7.5,NINTENDO
8182,7.5,NINTENDO
5358,7.5,NINTENDO
1225,7.5,NINTENDO
8214,7.5,NINTENDO
2099,7.5,NINTENDO
6232,7.5,NINTENDO
6669,7.5,NINTENDO
5469,7.5,NINTENDO
9809,7.5,NINTENDO
7308,7.5,NINTENDO
12049,7.5,NINTENDO
12048,7.5,NINTENDO
9880,7.5,NINTENDO
6293,7.5,NINTENDO
3988,7.5,NINTENDO
15257,7.5,NINTENDO
7306,7.5,NINTENDO
7323,7.5,NINTENDO
5465,7.5,NINTENDO
5466,7.5,NINTENDO
327,7.5,NINTENDO
9840,7.5,NINTENDO
16476,7.5,NINTENDO
4664,7.5,NINTENDO
9831,7.5,NINTENDO
843,7.5,NINTENDO
9892,7.5,NINTENDO
830,7.5,NINTENDO
4656,7.5,NINTENDO
15508,7.5,NINTENDO
9785,7.5,NINTENDO
10865,7.5,NINTENDO
10842,7.5,NINTENDO
5452,7.5,NINTENDO
7334,7.5,NINTENDO
2298,7.5,NINTENDO
10314,7.5,NINTENDO
9799,7.5,NINTENDO
15506,7.5,NINTENDO
10895,7.4,NINTENDO
9775,7.4,NINTENDO
6618,7.4,NINTENDO
2745,7.4,NINTENDO
3291,7.4,NINTENDO
6315,7.4,NINTENDO
9432,7.4,NINTENDO
5967,7.4,NINTENDO
6630,7.4,NINTENDO
14382,7.4,NINTENDO
5922,7.4,NINTENDO
10970,7.4,NINTENDO
10965,7.4,NINTENDO
10968,7.4,NINTENDO
9381,7.4,NINTENDO
9425,7.4,NINTENDO
6611,7.4,NINTENDO
11337,7.4,NINTENDO
6342,7.4,NINTENDO
9761,7.4,NINTENDO
9941,7.4,NINTENDO
11322,7.4,NINTENDO
9829,7.4,NINTENDO
9614,7.4,NINTENDO
11121,7.4,NINTENDO
2997,7.4,NINTENDO
6434,7.4,NINTENDO
10869,7.4,NINTENDO
13981,7.4,NINTENDO
4101,7.4,NINTENDO
13786,7.4,NINTENDO
11103,7.4,NINTENDO
5729,7.4,NINTENDO
13662,7.4,NINTENDO
6522,7.4,NINTENDO
13767,7.4,NINTENDO
6258,7.4,NINTENDO
6549,7.4,NINTENDO
10889,7.4,NINTENDO
10012,7.4,NINTENDO
15161,7.4,NINTENDO
6563,7.4,NINTENDO
6297,7.4,NINTENDO
4382,7.4,NINTENDO
14168,7.4,NINTENDO
6373,7.4,NINTENDO
6369,7.4,NINTENDO
936,7.4,NINTENDO
6602,7.4,NINTENDO
6608,7.4,NINTENDO
9470,7.4,NINTENDO
10072,7.4,NINTENDO
3183,7.4,NINTENDO
9411,7.4,NINTENDO
16425,7.4,NINTENDO
7770,7.4,NINTENDO
8314,7.4,NINTENDO
7151,7.4,NINTENDO
12693,7.4,NINTENDO
7147,7.4,NINTENDO
7128,7.4,NINTENDO
12630,7.4,NINTENDO
7121,7.4,NINTENDO
7118,7.4,NINTENDO
5544,7.4,NINTENDO
11980,7.4,NINTENDO
1802,7.4,NINTENDO
2550,7.4,NINTENDO
15471,7.4,NINTENDO
8274,7.4,NINTENDO
8266,7.4,NINTENDO
5364,7.4,NINTENDO
7753,7.4,NINTENDO
8334,7.4,NINTENDO
8351,7.4,NINTENDO
7152,7.4,NINTENDO
5459,7.4,NINTENDO
3693,7.4,NINTENDO
11979,7.4,NINTENDO
11970,7.4,NINTENDO
5477,7.4,NINTENDO
13611,7.4,NINTENDO
13001,7.4,NINTENDO
2309,7.4,NINTENDO
2325,7.4,NINTENDO
1873,7.4,NINTENDO
8499,7.4,NINTENDO
3475,7.4,NINTENDO
12939,7.4,NINTENDO
7232,7.4,NINTENDO
15490,7.4,NINTENDO
1065,7.4,NINTENDO
563,7.4,NINTENDO
7755,7.4,NINTENDO
11984,7.4,NINTENDO
3544,7.4,NINTENDO
9137,7.4,NINTENDO
9218,7.4,NINTENDO
8128,7.4,NINTENDO
4766,7.4,NINTENDO
9249,7.4,NINTENDO
2912,7.4,NINTENDO
8152,7.4,NINTENDO
9193,7.4,NINTENDO
9192,7.4,NINTENDO
14970,7.4,NINTENDO
7848,7.4,NINTENDO
3569,7.4,NINTENDO
9274,7.4,NINTENDO
4776,7.4,NINTENDO
1700,7.4,NINTENDO
3563,7.4,NINTENDO
2148,7.4,NINTENDO
3314,7.4,NINTENDO
15904,7.4,NINTENDO
4754,7.4,NINTENDO
7810,7.4,NINTENDO
8189,7.4,NINTENDO
9287,7.4,NINTENDO
7839,7.4,NINTENDO
10204,7.3,NINTENDO
4119,7.3,NINTENDO
8559,7.3,NINTENDO
14631,7.3,NINTENDO
5863,7.3,NINTENDO
4710,7.3,NINTENDO
8542,7.3,NINTENDO
9882,7.3,NINTENDO
4430,7.3,NINTENDO
3506,7.3,NINTENDO
12977,7.3,NINTENDO
14819,7.3,NINTENDO
8541,7.3,NINTENDO
2953,7.3,NINTENDO
4668,7.3,NINTENDO
12044,7.3,NINTENDO
3995,7.3,NINTENDO
1218,7.3,NINTENDO
5021,7.3,NINTENDO
5094,7.3,NINTENDO
8198,7.3,NINTENDO
12538,7.3,NINTENDO
12603,7.3,NINTENDO
10103,7.3,NINTENDO
3130,7.3,NINTENDO
10108,7.3,NINTENDO
10033,7.3,NINTENDO
7694,7.3,NINTENDO
10018,7.3,NINTENDO
6079,7.3,NINTENDO
5975,7.3,NINTENDO
7691,7.3,NINTENDO
6112,7.3,NINTENDO
2795,7.3,NINTENDO
8292,7.3,NINTENDO
10904,7.3,NINTENDO
10995,7.3,NINTENDO
5910,7.3,NINTENDO
5423,7.3,NINTENDO
16221,7.3,NINTENDO
7609,7.3,NINTENDO
661,7.3,NINTENDO
13993,7.3,NINTENDO
4493,7.3,NINTENDO
10912,7.3,NINTENDO
8596,7.3,NINTENDO
6740,7.3,NINTENDO
6451,7.3,NINTENDO
9395,7.3,NINTENDO
2927,7.3,NINTENDO
14541,7.3,NINTENDO
8601,7.3,NINTENDO
14462,7.3,NINTENDO
9551,7.3,NINTENDO
9550,7.3,NINTENDO
9018,7.3,NINTENDO
11239,7.3,NINTENDO
4481,7.3,NINTENDO
2708,7.3,NINTENDO
6532,7.3,NINTENDO
13758,7.3,NINTENDO
6625,7.3,NINTENDO
6550,7.3,NINTENDO
6620,7.3,NINTENDO
6554,7.3,NINTENDO
4108,7.3,NINTENDO
3784,7.3,NINTENDO
9507,7.3,NINTENDO
6574,7.3,NINTENDO
3270,7.3,NINTENDO
11284,7.3,NINTENDO
1698,7.3,NINTENDO
9216,7.3,NINTENDO
9172,7.3,NINTENDO
13498,7.3,NINTENDO
9197,7.3,NINTENDO
3744,7.3,NINTENDO
8895,7.3,NINTENDO
6629,7.3,NINTENDO
1930,7.3,NINTENDO
8602,7.3,NINTENDO
8607,7.3,NINTENDO
8612,7.3,NINTENDO
8616,7.3,NINTENDO
11948,7.3,NINTENDO
4852,7.3,NINTENDO
14604,7.3,NINTENDO
10327,7.3,NINTENDO
9782,7.3,NINTENDO
4928,7.3,NINTENDO
8687,7.3,NINTENDO
3482,7.3,NINTENDO
8709,7.3,NINTENDO
8854,7.3,NINTENDO
550,7.3,NINTENDO
7225,7.3,NINTENDO
2411,7.3,NINTENDO
8845,7.3,NINTENDO
3005,7.3,NINTENDO
15800,7.3,NINTENDO
8837,7.3,NINTENDO
7185,7.3,NINTENDO
8823,7.3,NINTENDO
7197,7.3,NINTENDO
7198,7.3,NINTENDO
2438,7.3,NINTENDO
6706,7.3,NINTENDO
7224,7.3,NINTENDO
9203,7.3,NINTENDO
14942,7.2,NINTENDO
14482,7.2,NINTENDO
5270,7.2,NINTENDO
1090,7.2,NINTENDO
10228,7.2,NINTENDO
10376,7.2,NINTENDO
14478,7.2,NINTENDO
5578,7.2,NINTENDO
10738,7.2,NINTENDO
5572,7.2,NINTENDO
5551,7.2,NINTENDO
2930,7.2,NINTENDO
888,7.2,NINTENDO
14656,7.2,NINTENDO
16390,7.2,NINTENDO
14565,7.2,NINTENDO
14589,7.2,NINTENDO
2200,7.2,NINTENDO
1175,7.2,NINTENDO
7100,7.2,NINTENDO
7296,7.2,NINTENDO
7275,7.2,NINTENDO
8644,7.2,NINTENDO
8647,7.2,NINTENDO
3701,7.2,NINTENDO
526,7.2,NINTENDO
8740,7.2,NINTENDO
8927,7.2,NINTENDO
7091,7.2,NINTENDO
12017,7.2,NINTENDO
11677,7.2,NINTENDO
7089,7.2,NINTENDO
7088,7.2,NINTENDO
7085,7.2,NINTENDO
3093,7.2,NINTENDO
7013,7.2,NINTENDO
3764,7.2,NINTENDO
9100,7.2,NINTENDO
12009,7.2,NINTENDO
8556,7.2,NINTENDO
13378,7.2,NINTENDO
2146,7.2,NINTENDO
4290,7.2,NINTENDO
4751,7.2,NINTENDO
7951,7.2,NINTENDO
3586,7.2,NINTENDO
8073,7.2,NINTENDO
3593,7.2,NINTENDO
3601,7.2,NINTENDO
7865,7.2,NINTENDO
3616,7.2,NINTENDO
8538,7.2,NINTENDO
12592,7.2,NINTENDO
7642,7.2,NINTENDO
4671,7.2,NINTENDO
7542,7.2,NINTENDO
3677,7.2,NINTENDO
4669,7.2,NINTENDO
3679,7.2,NINTENDO
7330,7.2,NINTENDO
9110,7.2,NINTENDO
1823,7.2,NINTENDO
6478,7.2,NINTENDO
6329,7.2,NINTENDO
6469,7.2,NINTENDO
6454,7.2,NINTENDO
9663,7.2,NINTENDO
6411,7.2,NINTENDO
4465,7.2,NINTENDO
4453,7.2,NINTENDO
9792,7.2,NINTENDO
4195,7.2,NINTENDO
9797,7.2,NINTENDO
15212,7.2,NINTENDO
1407,7.2,NINTENDO
1396,7.2,NINTENDO
9917,7.2,NINTENDO
6253,7.2,NINTENDO
6505,7.2,NINTENDO
9935,7.2,NINTENDO
3776,7.2,NINTENDO
16045,7.2,NINTENDO
6576,7.2,NINTENDO
6721,7.2,NINTENDO
5962,7.2,NINTENDO
9429,7.2,NINTENDO
4421,7.2,NINTENDO
1546,7.2,NINTENDO
6659,7.2,NINTENDO
4420,7.2,NINTENDO
11025,7.1,NINTENDO
12206,7.1,NINTENDO
944,7.1,NINTENDO
14374,7.1,NINTENDO
11028,7.1,NINTENDO
1026,7.1,NINTENDO
12228,7.1,NINTENDO
14394,7.1,NINTENDO
10648,7.1,NINTENDO
16573,7.1,NINTENDO
2256,7.1,NINTENDO
1349,7.1,NINTENDO
11625,7.1,NINTENDO
15290,7.1,NINTENDO
12717,7.1,NINTENDO
1411,7.1,NINTENDO
12958,7.1,NINTENDO
11553,7.1,NINTENDO
15034,7.1,NINTENDO
16081,7.1,NINTENDO
515,7.1,NINTENDO
11250,7.1,NINTENDO
10706,7.1,NINTENDO
16453,7.1,NINTENDO
1523,7.1,NINTENDO
2699,7.1,NINTENDO
15951,7.1,NINTENDO
2926,7.1,NINTENDO
2576,7.1,NINTENDO
14933,7.1,NINTENDO
4324,7.1,NINTENDO
4559,7.1,NINTENDO
5286,7.1,NINTENDO
9022,7.1,NINTENDO
4984,7.1,NINTENDO
5293,7.1,NINTENDO
7057,7.1,NINTENDO
5290,7.1,NINTENDO
10218,7.1,NINTENDO
7055,7.1,NINTENDO
7048,7.1,NINTENDO
4541,7.1,NINTENDO
8967,7.1,NINTENDO
7041,7.1,NINTENDO
3036,7.1,NINTENDO
7036,7.1,NINTENDO
8937,7.1,NINTENDO
7501,7.1,NINTENDO
4988,7.1,NINTENDO
3747,7.1,NINTENDO
9023,7.1,NINTENDO
9522,7.1,NINTENDO
10149,7.1,NINTENDO
3737,7.1,NINTENDO
3733,7.1,NINTENDO
6701,7.1,NINTENDO
6733,7.1,NINTENDO
9313,7.1,NINTENDO
5500,7.1,NINTENDO
5510,7.1,NINTENDO
3797,7.1,NINTENDO
5512,7.1,NINTENDO
10036,7.1,NINTENDO
4977,7.1,NINTENDO
6383,7.1,NINTENDO
5524,7.1,NINTENDO
10069,7.1,NINTENDO
3803,7.1,NINTENDO
3019,7.1,NINTENDO
7881,7.1,NINTENDO
5994,7.1,NINTENDO
8075,7.1,NINTENDO
4529,7.1,NINTENDO
8099,7.1,NINTENDO
3420,7.1,NINTENDO
3262,7.1,NINTENDO
8717,7.1,NINTENDO
6020,7.1,NINTENDO
8716,7.1,NINTENDO
7426,7.1,NINTENDO
6038,7.1,NINTENDO
8681,7.1,NINTENDO
10552,7.1,NINTENDO
9601,7.1,NINTENDO
7388,7.1,NINTENDO
7387,7.1,NINTENDO
8526,7.1,NINTENDO
8082,7.1,NINTENDO
8718,7.1,NINTENDO
4899,7.1,NINTENDO
7983,7.1,NINTENDO
3423,7.1,NINTENDO
6569,7.1,NINTENDO
6003,7.1,NINTENDO
6251,7.1,NINTENDO
7957,7.1,NINTENDO
8897,7.1,NINTENDO
5278,7.1,NINTENDO
5012,7.1,NINTENDO
4539,7.1,NINTENDO
8007,7.1,NINTENDO
1145,7.0,NINTENDO
11257,7.0,NINTENDO
7498,7.0,NINTENDO
733,7.0,NINTENDO
6499,7.0,NINTENDO
7360,7.0,NINTENDO
7577,7.0,NINTENDO
7497,7.0,NINTENDO
5677,7.0,NINTENDO
5712,7.0,NINTENDO
5686,7.0,NINTENDO
5709,7.0,NINTENDO
7556,7.0,NINTENDO
5676,7.0,NINTENDO
4179,7.0,NINTENDO
740,7.0,NINTENDO
5701,7.0,NINTENDO
5690,7.0,NINTENDO
15020,7.0,NINTENDO
5200,7.0,NINTENDO
5203,7.0,NINTENDO
2651,7.0,NINTENDO
7860,7.0,NINTENDO
12404,7.0,NINTENDO
12398,7.0,NINTENDO
2492,7.0,NINTENDO
2470,7.0,NINTENDO
1391,7.0,NINTENDO
6194,7.0,NINTENDO
6159,7.0,NINTENDO
12188,7.0,NINTENDO
8695,7.0,NINTENDO
8656,7.0,NINTENDO
6133,7.0,NINTENDO
6101,7.0,NINTENDO
6088,7.0,NINTENDO
6085,7.0,NINTENDO
1685,7.0,NINTENDO
4193,7.0,NINTENDO
1184,7.0,NINTENDO
7671,7.0,NINTENDO
16182,7.0,NINTENDO
2638,7.0,NINTENDO
9277,7.0,NINTENDO
2636,7.0,NINTENDO
4951,7.0,NINTENDO
6490,7.0,NINTENDO
9229,7.0,NINTENDO
3345,7.0,NINTENDO
9179,7.0,NINTENDO
2040,7.0,NINTENDO
2051,7.0,NINTENDO
1464,7.0,NINTENDO
2104,7.0,NINTENDO
3372,7.0,NINTENDO
7811,7.0,NINTENDO
3375,7.0,NINTENDO
7358,7.0,NINTENDO
4257,7.0,NINTENDO
8606,7.0,NINTENDO
13302,7.0,NINTENDO
1544,7.0,NINTENDO
10471,7.0,NINTENDO
5214,7.0,NINTENDO
5146,7.0,NINTENDO
4370,7.0,NINTENDO
1064,7.0,NINTENDO
4327,7.0,NINTENDO
4363,7.0,NINTENDO
130,7.0,NINTENDO
4360,7.0,NINTENDO
1063,7.0,NINTENDO
10016,7.0,NINTENDO
1865,7.0,NINTENDO
4379,7.0,NINTENDO
1752,7.0,NINTENDO
5147,7.0,NINTENDO
1651,7.0,NINTENDO
4330,7.0,NINTENDO
2985,7.0,NINTENDO
726,7.0,NINTENDO
1760,7.0,NINTENDO
2891,7.0,NINTENDO
13264,7.0,NINTENDO
13165,7.0,NINTENDO
725,7.0,NINTENDO
719,7.0,NINTENDO
10510,7.0,NINTENDO
4368,7.0,NINTENDO
10528,7.0,NINTENDO
9736,7.0,NINTENDO
11246,7.0,NINTENDO
3233,7.0,NINTENDO
4393,7.0,NINTENDO
9590,7.0,NINTENDO
9595,7.0,NINTENDO
729,7.0,NINTENDO
14978,7.0,NINTENDO
10592,7.0,NINTENDO
3206,7.0,NINTENDO
3692,7.0,NINTENDO
10585,7.0,NINTENDO
4343,7.0,NINTENDO
10543,7.0,NINTENDO
8569,6.9,NINTENDO
6005,6.9,NINTENDO
2192,6.9,NINTENDO
3443,6.9,NINTENDO
4316,6.9,NINTENDO
1759,6.9,NINTENDO
8561,6.9,NINTENDO
5015,6.9,NINTENDO
1645,6.9,NINTENDO
8731,6.9,NINTENDO
2904,6.9,NINTENDO
6989,6.9,NINTENDO
1767,6.9,NINTENDO
8686,6.9,NINTENDO
6864,6.9,NINTENDO
2874,6.9,NINTENDO
5054,6.9,NINTENDO
862,6.9,NINTENDO
4542,6.9,NINTENDO
12220,6.9,NINTENDO
2939,6.9,NINTENDO
3416,6.9,NINTENDO
4858,6.9,NINTENDO
6897,6.9,NINTENDO
13323,6.9,NINTENDO
12181,6.9,NINTENDO
16064,6.9,NINTENDO
8667,6.9,NINTENDO
6169,6.9,NINTENDO
8745,6.9,NINTENDO
10665,6.9,NINTENDO
8724,6.9,NINTENDO
5016,6.9,NINTENDO
4209,6.9,NINTENDO
4532,6.9,NINTENDO
12198,6.9,NINTENDO
8015,6.9,NINTENDO
2302,6.9,NINTENDO
2307,6.9,NINTENDO
6970,6.9,NINTENDO
6918,6.9,NINTENDO
10663,6.9,NINTENDO
11249,6.9,NINTENDO
5739,6.9,NINTENDO
8574,6.9,NINTENDO
2668,6.9,NINTENDO
620,6.9,NINTENDO
171,6.9,NINTENDO
2680,6.9,NINTENDO
4980,6.9,NINTENDO
3127,6.9,NINTENDO
11029,6.9,NINTENDO
3801,6.9,NINTENDO
1556,6.9,NINTENDO
9998,6.9,NINTENDO
4191,6.9,NINTENDO
752,6.9,NINTENDO
11100,6.9,NINTENDO
12729,6.9,NINTENDO
3145,6.9,NINTENDO
651,6.9,NINTENDO
5142,6.9,NINTENDO
16348,6.9,NINTENDO
5150,6.9,NINTENDO
3078,6.9,NINTENDO
14297,6.9,NINTENDO
1015,6.9,NINTENDO
7357,6.9,NINTENDO
9608,6.9,NINTENDO
8964,6.9,NINTENDO
1537,6.8,NINTENDO
7339,6.8,NINTENDO
3661,6.8,NINTENDO
442,6.8,NINTENDO
12001,6.8,NINTENDO
4309,6.8,NINTENDO
1894,6.8,NINTENDO
8571,6.8,NINTENDO
8533,6.8,NINTENDO
4697,6.8,NINTENDO
4296,6.8,NINTENDO
3698,6.8,NINTENDO
1309,6.8,NINTENDO
4835,6.8,NINTENDO
1960,6.8,NINTENDO
4747,6.8,NINTENDO
7303,6.8,NINTENDO
4227,6.8,NINTENDO
4722,6.8,NINTENDO
6304,6.8,NINTENDO
6838,6.8,NINTENDO
586,6.8,NINTENDO
7034,6.8,NINTENDO
7875,6.8,NINTENDO
6803,6.8,NINTENDO
1641,6.8,NINTENDO
1968,6.8,NINTENDO
6290,6.8,NINTENDO
7926,6.8,NINTENDO
2166,6.8,NINTENDO
4788,6.8,NINTENDO
6813,6.8,NINTENDO
6775,6.8,NINTENDO
3615,6.8,NINTENDO
1578,6.8,NINTENDO
6363,6.8,NINTENDO
2131,6.8,NINTENDO
6364,6.8,NINTENDO
7097,6.8,NINTENDO
12555,6.8,NINTENDO
1561,6.8,NINTENDO
3623,6.8,NINTENDO
3641,6.8,NINTENDO
1482,6.8,NINTENDO
6449,6.8,NINTENDO
4838,6.8,NINTENDO
6306,6.8,NINTENDO
574,6.8,NINTENDO
4284,6.8,NINTENDO
6777,6.8,NINTENDO
6875,6.8,NINTENDO
8586,6.8,NINTENDO
4422,6.8,NINTENDO
937,6.8,NINTENDO
11438,6.8,NINTENDO
11544,6.8,NINTENDO
927,6.8,NINTENDO
2602,6.8,NINTENDO
2600,6.8,NINTENDO
4427,6.8,NINTENDO
16040,6.8,NINTENDO
2567,6.8,NINTENDO
4441,6.8,NINTENDO
5877,6.8,NINTENDO
4455,6.8,NINTENDO
4475,6.8,NINTENDO
4476,6.8,NINTENDO
9415,6.8,NINTENDO
5617,6.8,NINTENDO
4177,6.8,NINTENDO
5537,6.8,NINTENDO
11207,6.8,NINTENDO
9666,6.8,NINTENDO
1074,6.8,NINTENDO
11179,6.8,NINTENDO
165,6.8,NINTENDO
5312,6.8,NINTENDO
3075,6.8,NINTENDO
2989,6.8,NINTENDO
10385,6.8,NINTENDO
5262,6.8,NINTENDO
5260,6.8,NINTENDO
16592,6.8,NINTENDO
10434,6.8,NINTENDO
2364,6.8,NINTENDO
11491,6.8,NINTENDO
8610,6.8,NINTENDO
8613,6.8,NINTENDO
2957,6.7,NINTENDO
4446,6.7,NINTENDO
2975,6.7,NINTENDO
4053,6.7,NINTENDO
3981,6.7,NINTENDO
5096,6.7,NINTENDO
14487,6.7,NINTENDO
745,6.7,NINTENDO
10890,6.7,NINTENDO
6945,6.7,NINTENDO
820,6.7,NINTENDO
9489,6.7,NINTENDO
452,6.7,NINTENDO
6113,6.7,NINTENDO
5944,6.7,NINTENDO
6082,6.7,NINTENDO
1305,6.7,NINTENDO
1737,6.7,NINTENDO
2731,6.7,NINTENDO
7760,6.7,NINTENDO
9219,6.7,NINTENDO
4954,6.7,NINTENDO
4871,6.7,NINTENDO
12026,6.7,NINTENDO
11991,6.7,NINTENDO
1487,6.7,NINTENDO
753,6.7,NINTENDO
9171,6.7,NINTENDO
7817,6.7,NINTENDO
9283,6.7,NINTENDO
986,6.7,NINTENDO
8638,6.7,NINTENDO
6979,6.7,NINTENDO
7791,6.7,NINTENDO
16219,6.7,NINTENDO
488,6.7,NINTENDO
2145,6.7,NINTENDO
1465,6.7,NINTENDO
6922,6.7,NINTENDO
397,6.7,NINTENDO
2228,6.7,NINTENDO
3063,6.7,NINTENDO
6017,6.7,NINTENDO
8627,6.7,NINTENDO
7205,6.7,NINTENDO
12033,6.7,NINTENDO
3725,6.7,NINTENDO
12034,6.7,NINTENDO
7194,6.7,NINTENDO
7183,6.7,NINTENDO
12038,6.7,NINTENDO
6134,6.7,NINTENDO
4118,6.7,NINTENDO
3738,6.7,NINTENDO
8655,6.7,NINTENDO
2213,6.7,NINTENDO
2408,6.7,NINTENDO
1240,6.7,NINTENDO
7227,6.7,NINTENDO
10936,6.7,NINTENDO
6197,6.7,NINTENDO
2956,6.7,NINTENDO
6921,6.7,NINTENDO
13419,6.7,NINTENDO
8532,6.7,NINTENDO
3267,6.6,NINTENDO
1882,6.6,NINTENDO
12743,6.6,NINTENDO
5591,6.6,NINTENDO
2021,6.6,NINTENDO
3768,6.6,NINTENDO
3653,6.6,NINTENDO
3320,6.6,NINTENDO
8437,6.6,NINTENDO
644,6.6,NINTENDO
11938,6.6,NINTENDO
552,6.6,NINTENDO
3251,6.6,NINTENDO
3254,6.6,NINTENDO
4778,6.6,NINTENDO
2875,6.6,NINTENDO
10884,6.6,NINTENDO
11393,6.6,NINTENDO
3313,6.6,NINTENDO
8458,6.6,NINTENDO
11339,6.6,NINTENDO
9491,6.6,NINTENDO
1808,6.6,NINTENDO
1959,6.6,NINTENDO
16373,6.6,NINTENDO
4322,6.6,NINTENDO
1542,6.6,NINTENDO
2744,6.6,NINTENDO
3710,6.6,NINTENDO
3644,6.6,NINTENDO
5374,6.6,NINTENDO
9177,6.6,NINTENDO
4561,6.6,NINTENDO
9148,6.6,NINTENDO
2135,6.6,NINTENDO
5871,6.6,NINTENDO
5873,6.6,NINTENDO
2540,6.6,NINTENDO
6966,6.6,NINTENDO
14159,6.6,NINTENDO
3453,6.6,NINTENDO
2942,6.6,NINTENDO
4530,6.6,NINTENDO
3468,6.6,NINTENDO
14189,6.6,NINTENDO
2937,6.6,NINTENDO
3474,6.6,NINTENDO
2399,6.6,NINTENDO
3572,6.6,NINTENDO
3552,6.6,NINTENDO
2109,6.6,NINTENDO
5907,6.6,NINTENDO
1429,6.6,NINTENDO
2896,6.6,NINTENDO
4502,6.6,NINTENDO
9173,6.6,NINTENDO
9169,6.6,NINTENDO
5353,6.6,NINTENDO
6433,6.6,NINTENDO
4340,6.6,NINTENDO
3518,6.5,NINTENDO
4089,6.5,NINTENDO
3016,6.5,NINTENDO
2995,6.5,NINTENDO
3170,6.5,NINTENDO
6181,6.5,NINTENDO
8195,6.5,NINTENDO
3700,6.5,NINTENDO
10454,6.5,NINTENDO
7312,6.5,NINTENDO
3156,6.5,NINTENDO
13057,6.5,NINTENDO
5481,6.5,NINTENDO
1785,6.5,NINTENDO
3522,6.5,NINTENDO
2278,6.5,NINTENDO
2394,6.5,NINTENDO
2375,6.5,NINTENDO
5449,6.5,NINTENDO
5014,6.5,NINTENDO
5394,6.5,NINTENDO
5344,6.5,NINTENDO
5800,6.5,NINTENDO
10051,6.5,NINTENDO
2332,6.5,NINTENDO
6034,6.5,NINTENDO
9285,6.5,NINTENDO
8851,6.5,NINTENDO
11969,6.5,NINTENDO
2181,6.5,NINTENDO
7598,6.5,NINTENDO
7578,6.5,NINTENDO
7655,6.5,NINTENDO
7792,6.5,NINTENDO
8349,6.5,NINTENDO
7664,6.5,NINTENDO
4882,6.5,NINTENDO
5662,6.5,NINTENDO
2164,6.5,NINTENDO
2011,6.5,NINTENDO
2524,6.5,NINTENDO
2541,6.5,NINTENDO
1630,6.5,NINTENDO
11973,6.5,NINTENDO
6783,6.5,NINTENDO
3650,6.5,NINTENDO
1977,6.5,NINTENDO
3681,6.5,NINTENDO
1682,6.4,NINTENDO
2829,6.4,NINTENDO
4819,6.4,NINTENDO
6076,6.4,NINTENDO
3757,6.4,NINTENDO
2861,6.4,NINTENDO
4879,6.4,NINTENDO
4138,6.4,NINTENDO
1646,6.4,NINTENDO
4126,6.4,NINTENDO
10300,6.4,NINTENDO
662,6.4,NINTENDO
10231,6.4,NINTENDO
3051,6.4,NINTENDO
6839,6.4,NINTENDO
1659,6.4,NINTENDO
8186,6.4,NINTENDO
3120,6.4,NINTENDO
2182,6.4,NINTENDO
2605,6.4,NINTENDO
1452,6.4,NINTENDO
4645,6.4,NINTENDO
2604,6.4,NINTENDO
4784,6.4,NINTENDO
6377,6.4,NINTENDO
12117,6.4,NINTENDO
