,puntuacion usuarios,marca
10922,7.3,SONY
331,7.3,SONY
3991,7.3,SONY
9817,7.3,SONY
13728,7.3,SONY
13718,7.3,SONY
14567,7.3,SONY
10977,7.3,SONY
13704,7.3,SONY
16269,7.3,SONY
1738,7.3,SONY
9897,7.3,SONY
10060,7.3,SONY
14637,7.3,SONY
10079,7.3,SONY
3990,7.3,SONY
3994,7.3,SONY
5001,7.3,SONY
2060,7.3,SONY
7184,7.3,SONY
14215,7.3,SONY
7201,7.3,SONY
16538,7.3,SONY
14180,7.3,SONY
7160,7.3,SONY
7153,7.3,SONY
14176,7.3,SONY
7146,7.3,SONY
7134,7.3,SONY
4907,7.3,SONY
14140,7.3,SONY
4035,7.3,SONY
4921,7.3,SONY
14099,7.3,SONY
16505,7.3,SONY
4547,7.3,SONY
4549,7.3,SONY
2138,7.3,SONY
9937,7.3,SONY
4448,7.3,SONY
6139,7.3,SONY
4553,7.3,SONY
9131,7.3,SONY
2156,7.3,SONY
3996,7.3,SONY
11107,7.3,SONY
10930,7.3,SONY
8822,7.3,SONY
3786,7.3,SONY
14782,7.3,SONY
7566,7.3,SONY
10127,7.3,SONY
8836,7.3,SONY
703,7.3,SONY
5059,7.3,SONY
14701,7.3,SONY
5072,7.3,SONY
4107,7.3,SONY
13608,7.3,SONY
11304,7.3,SONY
9214,7.3,SONY
13602,7.3,SONY
3751,7.3,SONY
15868,7.3,SONY
617,7.3,SONY
15824,7.3,SONY
11109,7.3,SONY
2471,7.3,SONY
14854,7.3,SONY
7617,7.3,SONY
9644,7.3,SONY
5082,7.3,SONY
5075,7.3,SONY
1605,7.3,SONY
1543,7.3,SONY
11115,7.3,SONY
11144,7.3,SONY
9646,7.3,SONY
5957,7.2,SONY
5248,7.2,SONY
3695,7.2,SONY
5959,7.2,SONY
5109,7.2,SONY
8800,7.2,SONY
4194,7.2,SONY
5245,7.2,SONY
9076,7.2,SONY
4015,7.2,SONY
12164,7.2,SONY
4806,7.2,SONY
10391,7.2,SONY
10357,7.2,SONY
9383,7.2,SONY
15801,7.2,SONY
3108,7.2,SONY
1060,7.2,SONY
4771,7.2,SONY
799,7.2,SONY
6622,7.2,SONY
1005,7.2,SONY
4797,7.2,SONY
10727,7.2,SONY
9338,7.2,SONY
10377,7.2,SONY
8669,7.2,SONY
10774,7.2,SONY
4019,7.2,SONY
9323,7.2,SONY
5269,7.2,SONY
9318,7.2,SONY
6570,7.2,SONY
11578,7.2,SONY
4842,7.2,SONY
9816,7.2,SONY
8580,7.2,SONY
6303,7.2,SONY
4163,7.2,SONY
364,7.2,SONY
8579,7.2,SONY
16309,7.2,SONY
955,7.2,SONY
4850,7.2,SONY
4834,7.2,SONY
8568,7.2,SONY
8882,7.2,SONY
8883,7.2,SONY
8944,7.2,SONY
8940,7.2,SONY
11083,7.2,SONY
6285,7.2,SONY
11530,7.2,SONY
11092,7.2,SONY
16204,7.2,SONY
11692,7.2,SONY
16209,7.2,SONY
6475,7.2,SONY
3618,7.2,SONY
910,7.2,SONY
8592,7.2,SONY
10438,7.2,SONY
3668,7.2,SONY
15717,7.2,SONY
12013,7.2,SONY
12010,7.2,SONY
6471,7.2,SONY
9040,7.2,SONY
9030,7.2,SONY
6441,7.2,SONY
15617,7.2,SONY
3266,7.2,SONY
6537,7.2,SONY
4171,7.2,SONY
6310,7.2,SONY
5127,7.2,SONY
10428,7.2,SONY
4827,7.2,SONY
10845,7.2,SONY
9009,7.2,SONY
15618,7.2,SONY
10864,7.2,SONY
4846,7.2,SONY
6233,7.2,SONY
8996,7.2,SONY
3096,7.2,SONY
14252,7.2,SONY
5560,7.2,SONY
1553,7.2,SONY
2601,7.2,SONY
13314,7.2,SONY
2581,7.2,SONY
5553,7.2,SONY
13338,7.2,SONY
14887,7.2,SONY
5309,7.2,SONY
5561,7.2,SONY
9873,7.2,SONY
13367,7.2,SONY
13370,7.2,SONY
5564,7.2,SONY
9662,7.2,SONY
14874,7.2,SONY
7615,7.2,SONY
2603,7.2,SONY
13277,7.2,SONY
14894,7.2,SONY
9670,7.2,SONY
15220,7.2,SONY
1292,7.2,SONY
10262,7.2,SONY
1314,7.2,SONY
1315,7.2,SONY
1434,7.2,SONY
4267,7.2,SONY
13256,7.2,SONY
4733,7.2,SONY
14930,7.2,SONY
14925,7.2,SONY
10198,7.2,SONY
4728,7.2,SONY
4283,7.2,SONY
14839,7.2,SONY
1559,7.2,SONY
1161,7.2,SONY
4492,7.2,SONY
10000,7.2,SONY
4415,7.2,SONY
4416,7.2,SONY
7287,7.2,SONY
7277,7.2,SONY
14379,7.2,SONY
7269,7.2,SONY
7107,7.2,SONY
4460,7.2,SONY
7253,7.2,SONY
5726,7.2,SONY
7117,7.2,SONY
9625,7.2,SONY
14197,7.2,SONY
14208,7.2,SONY
4468,7.2,SONY
2201,7.2,SONY
1796,7.2,SONY
4304,7.2,SONY
10119,7.2,SONY
5587,7.2,SONY
5610,7.2,SONY
13649,7.2,SONY
2382,7.2,SONY
4302,7.2,SONY
2373,7.2,SONY
14520,7.2,SONY
13685,7.2,SONY
14611,7.2,SONY
13701,7.2,SONY
2355,7.2,SONY
7001,7.2,SONY
14526,7.2,SONY
2791,7.2,SONY
12514,7.2,SONY
4240,7.2,SONY
8118,7.2,SONY
8119,7.2,SONY
14248,7.2,SONY
12618,7.2,SONY
9398,7.2,SONY
12576,7.2,SONY
12569,7.2,SONY
12564,7.2,SONY
8069,7.2,SONY
8081,7.2,SONY
12562,7.2,SONY
6685,7.2,SONY
6651,7.2,SONY
3070,7.2,SONY
5853,7.2,SONY
1143,7.2,SONY
6712,7.2,SONY
6674,7.2,SONY
3079,7.2,SONY
2990,7.2,SONY
1669,7.1,SONY
5993,7.1,SONY
13660,7.1,SONY
12213,7.1,SONY
1670,7.1,SONY
9537,7.1,SONY
12216,7.1,SONY
8902,7.1,SONY
7455,7.1,SONY
9529,7.1,SONY
4678,7.1,SONY
4987,7.1,SONY
9561,7.1,SONY
3790,7.1,SONY
9519,7.1,SONY
1660,7.1,SONY
13605,7.1,SONY
12192,7.1,SONY
9504,7.1,SONY
13560,7.1,SONY
10121,7.1,SONY
6346,7.1,SONY
11262,7.1,SONY
8809,7.1,SONY
2423,7.1,SONY
6615,7.1,SONY
3769,7.1,SONY
10522,7.1,SONY
13571,7.1,SONY
7530,7.1,SONY
602,7.1,SONY
1588,7.1,SONY
8929,7.1,SONY
3781,7.1,SONY
3025,7.1,SONY
7407,7.1,SONY
12226,7.1,SONY
14367,7.1,SONY
5296,7.1,SONY
9036,7.1,SONY
7064,7.1,SONY
7067,7.1,SONY
7071,7.1,SONY
3148,7.1,SONY
9051,7.1,SONY
14375,7.1,SONY
9965,7.1,SONY
9958,7.1,SONY
12523,7.1,SONY
9071,7.1,SONY
1908,7.1,SONY
12328,7.1,SONY
4235,7.1,SONY
3069,7.1,SONY
6640,7.1,SONY
3071,7.1,SONY
14307,7.1,SONY
5745,7.1,SONY
12503,7.1,SONY
7063,7.1,SONY
7050,7.1,SONY
994,7.1,SONY
13515,7.1,SONY
11056,7.1,SONY
8949,7.1,SONY
10627,7.1,SONY
11052,7.1,SONY
11026,7.1,SONY
13726,7.1,SONY
10358,7.1,SONY
7011,7.1,SONY
7380,7.1,SONY
6616,7.1,SONY
10628,7.1,SONY
12276,7.1,SONY
8115,7.1,SONY
9583,7.1,SONY
14472,7.1,SONY
1853,7.1,SONY
12301,7.1,SONY
9013,7.1,SONY
13519,7.1,SONY
4297,7.1,SONY
8766,7.1,SONY
9417,7.1,SONY
5159,7.1,SONY
14983,7.1,SONY
8545,7.1,SONY
7978,7.1,SONY
5979,7.1,SONY
7981,7.1,SONY
9453,7.1,SONY
9667,7.1,SONY
12670,7.1,SONY
6577,7.1,SONY
5136,7.1,SONY
5135,7.1,SONY
13511,7.1,SONY
10156,7.1,SONY
13250,7.1,SONY
12653,7.1,SONY
13299,7.1,SONY
10151,7.1,SONY
15642,7.1,SONY
5487,7.1,SONY
7974,7.1,SONY
5162,7.1,SONY
12952,7.1,SONY
7898,7.1,SONY
15234,7.1,SONY
3403,7.1,SONY
5989,7.1,SONY
6001,7.1,SONY
3407,7.1,SONY
3422,7.1,SONY
2876,7.1,SONY
12755,7.1,SONY
3439,7.1,SONY
3441,7.1,SONY
7973,7.1,SONY
5175,7.1,SONY
6019,7.1,SONY
4254,7.1,SONY
5169,7.1,SONY
13307,7.1,SONY
9834,7.1,SONY
13317,7.1,SONY
10131,7.1,SONY
14881,7.1,SONY
13404,7.1,SONY
13412,7.1,SONY
9118,7.1,SONY
8712,7.1,SONY
8715,7.1,SONY
8719,7.1,SONY
776,7.1,SONY
12621,7.1,SONY
3739,7.1,SONY
9322,7.1,SONY
12191,7.1,SONY
721,7.1,SONY
4703,7.1,SONY
2456,7.1,SONY
9495,7.1,SONY
8677,7.1,SONY
12168,7.1,SONY
1091,7.1,SONY
6594,7.1,SONY
2572,7.1,SONY
6589,7.1,SONY
2977,7.1,SONY
6583,7.1,SONY
8030,7.1,SONY
4565,7.1,SONY
12645,7.1,SONY
9929,7.0,SONY
4162,7.0,SONY
9893,7.0,SONY
9284,7.0,SONY
10608,7.0,SONY
9215,7.0,SONY
9693,7.0,SONY
4336,7.0,SONY
10502,7.0,SONY
4181,7.0,SONY
10662,7.0,SONY
10312,7.0,SONY
9819,7.0,SONY
4180,7.0,SONY
9857,7.0,SONY
9895,7.0,SONY
9235,7.0,SONY
9870,7.0,SONY
9146,7.0,SONY
9233,7.0,SONY
4249,7.0,SONY
10408,7.0,SONY
9915,7.0,SONY
4377,7.0,SONY
4260,7.0,SONY
4203,7.0,SONY
10498,7.0,SONY
10515,7.0,SONY
9243,7.0,SONY
9872,7.0,SONY
9825,7.0,SONY
4301,7.0,SONY
10382,7.0,SONY
10167,7.0,SONY
10533,7.0,SONY
9688,7.0,SONY
11340,7.0,SONY
13222,7.0,SONY
10684,7.0,SONY
7802,7.0,SONY
7801,7.0,SONY
1563,7.0,SONY
7780,7.0,SONY
2663,7.0,SONY
7777,7.0,SONY
2662,7.0,SONY
13094,7.0,SONY
7768,7.0,SONY
7723,7.0,SONY
7682,7.0,SONY
1573,7.0,SONY
7637,7.0,SONY
2484,7.0,SONY
7823,7.0,SONY
13087,7.0,SONY
7585,7.0,SONY
1394,7.0,SONY
12354,7.0,SONY
12366,7.0,SONY
12380,7.0,SONY
1277,7.0,SONY
1379,7.0,SONY
12469,7.0,SONY
3011,7.0,SONY
7847,7.0,SONY
2996,7.0,SONY
2974,7.0,SONY
15015,7.0,SONY
15003,7.0,SONY
7859,7.0,SONY
13049,7.0,SONY
7626,7.0,SONY
1577,7.0,SONY
15467,7.0,SONY
13816,7.0,SONY
2371,7.0,SONY
7419,7.0,SONY
2340,7.0,SONY
2315,7.0,SONY
13808,7.0,SONY
7366,7.0,SONY
13876,7.0,SONY
5633,7.0,SONY
13947,7.0,SONY
5696,7.0,SONY
5697,7.0,SONY
5703,7.0,SONY
2091,7.0,SONY
2102,7.0,SONY
7434,7.0,SONY
7439,7.0,SONY
6927,7.0,SONY
2415,7.0,SONY
14673,7.0,SONY
1705,7.0,SONY
2422,7.0,SONY
7532,7.0,SONY
13595,7.0,SONY
7516,7.0,SONY
14446,7.0,SONY
5626,7.0,SONY
7483,7.0,SONY
7466,7.0,SONY
7464,7.0,SONY
2381,7.0,SONY
1843,7.0,SONY
1872,7.0,SONY
1177,7.0,SONY
12419,7.0,SONY
1100,7.0,SONY
6217,7.0,SONY
11256,7.0,SONY
8821,7.0,SONY
6120,7.0,SONY
8792,7.0,SONY
8747,7.0,SONY
11391,7.0,SONY
8678,7.0,SONY
3707,7.0,SONY
8664,7.0,SONY
11398,7.0,SONY
8626,7.0,SONY
3675,7.0,SONY
3672,7.0,SONY
3172,7.0,SONY
3643,7.0,SONY
6230,7.0,SONY
3774,7.0,SONY
6110,7.0,SONY
11224,7.0,SONY
4903,7.0,SONY
10716,7.0,SONY
4919,7.0,SONY
4941,7.0,SONY
4962,7.0,SONY
4968,7.0,SONY
11097,7.0,SONY
8903,7.0,SONY
11172,7.0,SONY
8874,7.0,SONY
6140,7.0,SONY
6211,7.0,SONY
3778,7.0,SONY
6216,7.0,SONY
8846,7.0,SONY
8522,7.0,SONY
3662,7.0,SONY
474,7.0,SONY
5210,7.0,SONY
12249,7.0,SONY
12248,7.0,SONY
15521,7.0,SONY
6517,7.0,SONY
6514,7.0,SONY
3182,7.0,SONY
6501,7.0,SONY
12194,7.0,SONY
12184,7.0,SONY
12171,7.0,SONY
3240,7.0,SONY
5222,7.0,SONY
5215,7.0,SONY
2140,7.0,SONY
15730,7.0,SONY
3315,7.0,SONY
16143,7.0,SONY
592,7.0,SONY
3384,7.0,SONY
3371,7.0,SONY
5198,7.0,SONY
3369,7.0,SONY
804,7.0,SONY
1488,6.9,SONY
14783,6.9,SONY
4520,6.9,SONY
1235,6.9,SONY
14039,6.9,SONY
244,6.9,SONY
15243,6.9,SONY
14334,6.9,SONY
1511,6.9,SONY
14503,6.9,SONY
921,6.9,SONY
16403,6.9,SONY
911,6.9,SONY
14987,6.9,SONY
1914,6.9,SONY
356,6.9,SONY
14955,6.9,SONY
14877,6.9,SONY
860,6.9,SONY
10669,6.9,SONY
14005,6.9,SONY
3405,6.9,SONY
12283,6.9,SONY
4202,6.9,SONY
12219,6.9,SONY
12210,6.9,SONY
12204,6.9,SONY
12182,6.9,SONY
12179,6.9,SONY
12176,6.9,SONY
3310,6.9,SONY
3343,6.9,SONY
4160,6.9,SONY
3425,6.9,SONY
4205,6.9,SONY
3429,6.9,SONY
11661,6.9,SONY
11278,6.9,SONY
10525,6.9,SONY
3770,6.9,SONY
10555,6.9,SONY
10561,6.9,SONY
10591,6.9,SONY
11184,6.9,SONY
11053,6.9,SONY
10641,6.9,SONY
12291,6.9,SONY
4212,6.9,SONY
2152,6.9,SONY
2457,6.9,SONY
13989,6.9,SONY
2359,6.9,SONY
13673,6.9,SONY
10089,6.9,SONY
13672,6.9,SONY
2388,6.9,SONY
2427,6.9,SONY
13546,6.9,SONY
13535,6.9,SONY
2452,6.9,SONY
4293,6.9,SONY
2570,6.9,SONY
3080,6.9,SONY
2683,6.9,SONY
4262,6.9,SONY
13151,6.9,SONY
4256,6.9,SONY
13046,6.9,SONY
12713,6.9,SONY
12706,6.9,SONY
2950,6.9,SONY
3043,6.9,SONY
12457,6.9,SONY
12447,6.9,SONY
2887,6.9,SONY
6179,6.9,SONY
4890,6.9,SONY
5291,6.9,SONY
6935,6.9,SONY
5528,6.9,SONY
5160,6.9,SONY
6933,6.9,SONY
6160,6.9,SONY
7476,6.9,SONY
6443,6.9,SONY
9043,6.9,SONY
5044,6.9,SONY
7535,6.9,SONY
5717,6.9,SONY
6747,6.9,SONY
9028,6.9,SONY
6872,6.9,SONY
6946,6.9,SONY
7990,6.9,SONY
5036,6.9,SONY
8589,6.9,SONY
7448,6.9,SONY
5759,6.9,SONY
8865,6.9,SONY
7359,6.9,SONY
5754,6.9,SONY
9373,6.9,SONY
7095,6.9,SONY
5140,6.9,SONY
5649,6.9,SONY
5279,6.9,SONY
6026,6.9,SONY
5280,6.9,SONY
4557,6.9,SONY
5509,6.9,SONY
5980,6.9,SONY
8639,6.9,SONY
5998,6.9,SONY
7485,6.9,SONY
6976,6.9,SONY
5727,6.9,SONY
5299,6.9,SONY
5795,6.9,SONY
5153,6.9,SONY
6426,6.9,SONY
8901,6.9,SONY
4569,6.9,SONY
9094,6.9,SONY
4570,6.9,SONY
5302,6.9,SONY
6006,6.9,SONY
6998,6.9,SONY
6950,6.9,SONY
8700,6.9,SONY
8680,6.9,SONY
6152,6.9,SONY
6801,6.8,SONY
3152,6.8,SONY
1915,6.8,SONY
10328,6.8,SONY
1924,6.8,SONY
7620,6.8,SONY
7575,6.8,SONY
10342,6.8,SONY
1425,6.8,SONY
4740,6.8,SONY
12245,6.8,SONY
4265,6.8,SONY
6246,6.8,SONY
6834,6.8,SONY
9423,6.8,SONY
11694,6.8,SONY
8530,6.8,SONY
10961,6.8,SONY
4224,6.8,SONY
12244,6.8,SONY
14206,6.8,SONY
9454,6.8,SONY
12238,6.8,SONY
787,6.8,SONY
7912,6.8,SONY
9424,6.8,SONY
3706,6.8,SONY
5277,6.8,SONY
4793,6.8,SONY
10479,6.8,SONY
13337,6.8,SONY
10775,6.8,SONY
13288,6.8,SONY
10752,6.8,SONY
1812,6.8,SONY
1805,6.8,SONY
5241,6.8,SONY
1625,6.8,SONY
16044,6.8,SONY
12016,6.8,SONY
8653,6.8,SONY
12015,6.8,SONY
12014,6.8,SONY
12006,6.8,SONY
12002,6.8,SONY
13227,6.8,SONY
12000,6.8,SONY
7002,6.8,SONY
5251,6.8,SONY
16041,6.8,SONY
7039,6.8,SONY
8947,6.8,SONY
9335,6.8,SONY
5261,6.8,SONY
15809,6.8,SONY
4809,6.8,SONY
9004,6.8,SONY
14901,6.8,SONY
746,6.8,SONY
7075,6.8,SONY
4820,6.8,SONY
10804,6.8,SONY
6884,6.8,SONY
9016,6.8,SONY
13371,6.8,SONY
10818,6.8,SONY
3220,6.8,SONY
13354,6.8,SONY
2701,6.8,SONY
10452,6.8,SONY
5565,6.8,SONY
5597,6.8,SONY
9963,6.8,SONY
8578,6.8,SONY
3666,6.8,SONY
9916,6.8,SONY
4469,6.8,SONY
6359,6.8,SONY
2270,6.8,SONY
6748,6.8,SONY
2174,6.8,SONY
3657,6.8,SONY
6753,6.8,SONY
6277,6.8,SONY
2149,6.8,SONY
3771,6.8,SONY
15708,6.8,SONY
9605,6.8,SONY
3028,6.8,SONY
9988,6.8,SONY
8558,6.8,SONY
2320,6.8,SONY
2914,6.8,SONY
3035,6.8,SONY
8600,6.8,SONY
2993,6.8,SONY
8085,6.8,SONY
9643,6.8,SONY
8052,6.8,SONY
8649,6.8,SONY
1069,6.8,SONY
5898,6.8,SONY
11433,6.8,SONY
16250,6.8,SONY
2221,6.8,SONY
11435,6.8,SONY
7332,6.8,SONY
12604,6.8,SONY
12599,6.8,SONY
3685,6.8,SONY
5867,6.8,SONY
9699,6.8,SONY
12588,6.8,SONY
5062,6.8,SONY
12585,6.8,SONY
3682,6.8,SONY
8608,6.8,SONY
2911,6.8,SONY
6988,6.8,SONY
3598,6.8,SONY
6334,6.8,SONY
2064,6.8,SONY
11589,6.8,SONY
14075,6.8,SONY
7925,6.8,SONY
11590,6.8,SONY
6776,6.8,SONY
6779,6.8,SONY
1324,6.8,SONY
15196,6.8,SONY
5308,6.8,SONY
4688,6.8,SONY
7251,6.8,SONY
909,6.8,SONY
16593,6.8,SONY
2790,6.8,SONY
2788,6.8,SONY
2873,6.8,SONY
1321,6.8,SONY
6765,6.8,SONY
3045,6.8,SONY
13621,6.8,SONY
2357,6.8,SONY
2878,6.8,SONY
3614,6.8,SONY
6762,6.8,SONY
7206,6.7,SONY
5063,6.7,SONY
15855,6.7,SONY
4913,6.7,SONY
15861,6.7,SONY
2215,6.7,SONY
15645,6.7,SONY
7215,6.7,SONY
11404,6.7,SONY
3718,6.7,SONY
7210,6.7,SONY
7355,6.7,SONY
3740,6.7,SONY
3720,6.7,SONY
7190,6.7,SONY
1755,6.7,SONY
3580,6.7,SONY
15781,6.7,SONY
3741,6.7,SONY
16235,6.7,SONY
3724,6.7,SONY
840,6.7,SONY
404,6.7,SONY
2565,6.7,SONY
2421,6.7,SONY
13270,6.7,SONY
10913,6.7,SONY
10898,6.7,SONY
7132,6.7,SONY
6130,6.7,SONY
2446,6.7,SONY
7568,6.7,SONY
6226,6.7,SONY
2513,6.7,SONY
8830,6.7,SONY
3577,6.7,SONY
7170,6.7,SONY
8824,6.7,SONY
3802,6.7,SONY
3805,6.7,SONY
3982,6.7,SONY
3752,6.7,SONY
3989,6.7,SONY
846,6.7,SONY
8591,6.7,SONY
3748,6.7,SONY
10975,6.7,SONY
4920,6.7,SONY
7687,6.7,SONY
2261,6.7,SONY
3742,6.7,SONY
15837,6.7,SONY
7188,6.7,SONY
3576,6.7,SONY
6959,6.7,SONY
2730,6.7,SONY
4718,6.7,SONY
5940,6.7,SONY
2962,6.7,SONY
9437,6.7,SONY
1449,6.7,SONY
4739,6.7,SONY
9871,6.7,SONY
9392,6.7,SONY
2729,6.7,SONY
2727,6.7,SONY
2725,6.7,SONY
9853,6.7,SONY
9842,6.7,SONY
9310,6.7,SONY
5878,6.7,SONY
9305,6.7,SONY
15583,6.7,SONY
12606,6.7,SONY
9733,6.7,SONY
9734,6.7,SONY
12948,6.7,SONY
5938,6.7,SONY
1112,6.7,SONY
3123,6.7,SONY
9616,6.7,SONY
12533,6.7,SONY
1209,6.7,SONY
4440,6.7,SONY
1236,6.7,SONY
4435,6.7,SONY
4419,6.7,SONY
12513,6.7,SONY
654,6.7,SONY
5418,6.7,SONY
10107,6.7,SONY
2775,6.7,SONY
9492,6.7,SONY
1340,6.7,SONY
2774,6.7,SONY
2767,6.7,SONY
4713,6.7,SONY
5932,6.7,SONY
4479,6.7,SONY
6909,6.7,SONY
5918,6.7,SONY
9268,6.7,SONY
9253,6.7,SONY
9149,6.7,SONY
5903,6.7,SONY
7813,6.7,SONY
12027,6.7,SONY
1584,6.7,SONY
9224,6.7,SONY
4110,6.7,SONY
5916,6.7,SONY
14034,6.6,SONY
4097,6.6,SONY
12694,6.6,SONY
6273,6.6,SONY
1722,6.6,SONY
4686,6.6,SONY
2113,6.6,SONY
2871,6.6,SONY
6983,6.6,SONY
8207,6.6,SONY
8450,6.6,SONY
6956,6.6,SONY
14081,6.6,SONY
11952,6.6,SONY
9566,6.6,SONY
11950,6.6,SONY
1172,6.6,SONY
2072,6.6,SONY
13632,6.6,SONY
11937,6.6,SONY
6045,6.6,SONY
15931,6.6,SONY
16419,6.6,SONY
2762,6.6,SONY
3550,6.6,SONY
3061,6.6,SONY
4313,6.6,SONY
4725,6.6,SONY
5030,6.6,SONY
9932,6.6,SONY
1207,6.6,SONY
7785,6.6,SONY
11395,6.6,SONY
5371,6.6,SONY
4060,6.6,SONY
12527,6.6,SONY
11289,6.6,SONY
12524,6.6,SONY
5334,6.6,SONY
9768,6.6,SONY
1728,6.6,SONY
7778,6.6,SONY
12741,6.6,SONY
5332,6.6,SONY
3056,6.6,SONY
11291,6.6,SONY
458,6.6,SONY
8415,6.6,SONY
2929,6.6,SONY
15955,6.6,SONY
5336,6.6,SONY
16557,6.6,SONY
5812,6.6,SONY
5327,6.6,SONY
10029,6.6,SONY
6422,6.6,SONY
3796,6.6,SONY
11405,6.6,SONY
13671,6.6,SONY
9199,6.6,SONY
9459,6.6,SONY
3286,6.6,SONY
4572,6.6,SONY
7126,6.6,SONY
3177,6.6,SONY
13149,6.6,SONY
1494,6.6,SONY
7124,6.6,SONY
7712,6.6,SONY
13148,6.6,SONY
5575,6.6,SONY
8471,6.6,SONY
9721,6.6,SONY
10882,6.6,SONY
2714,6.6,SONY
10876,6.6,SONY
10872,6.6,SONY
2510,6.6,SONY
3190,6.6,SONY
9758,6.6,SONY
5450,6.6,SONY
4495,6.6,SONY
4506,6.6,SONY
231,6.6,SONY
1515,6.6,SONY
2711,6.6,SONY
6931,6.6,SONY
1541,6.6,SONY
9276,6.6,SONY
6899,6.6,SONY
5343,6.6,SONY
7583,6.6,SONY
3458,6.6,SONY
5844,6.6,SONY
5419,6.6,SONY
702,6.6,SONY
6949,6.6,SONY
7192,6.6,SONY
9652,6.6,SONY
677,6.6,SONY
5444,6.6,SONY
11315,6.6,SONY
1427,6.6,SONY
9440,6.6,SONY
4116,6.6,SONY
3174,6.6,SONY
7855,6.6,SONY
5859,6.6,SONY
8493,6.6,SONY
8491,6.6,SONY
7738,6.6,SONY
10932,6.6,SONY
14951,6.6,SONY
4511,6.6,SONY
7139,6.6,SONY
11981,6.6,SONY
11324,6.6,SONY
10302,6.6,SONY
8427,6.6,SONY
5407,6.5,SONY
3702,6.5,SONY
5357,6.5,SONY
2976,6.5,SONY
3688,6.5,SONY
5384,6.5,SONY
2987,6.5,SONY
3160,6.5,SONY
3651,6.5,SONY
5447,6.5,SONY
3192,6.5,SONY
7826,6.5,SONY
2556,6.5,SONY
2557,6.5,SONY
7662,6.5,SONY
8356,6.5,SONY
3224,6.5,SONY
8360,6.5,SONY
3234,6.5,SONY
3238,6.5,SONY
8384,6.5,SONY
13166,6.5,SONY
8399,6.5,SONY
7800,6.5,SONY
7786,6.5,SONY
11967,6.5,SONY
11968,6.5,SONY
8333,6.5,SONY
13457,6.5,SONY
3637,6.5,SONY
8326,6.5,SONY
5328,6.5,SONY
5630,6.5,SONY
6420,6.5,SONY
11603,6.5,SONY
6416,6.5,SONY
3530,6.5,SONY
3164,6.5,SONY
13030,6.5,SONY
3167,6.5,SONY
13570,6.5,SONY
7849,6.5,SONY
8489,6.5,SONY
7562,6.5,SONY
8310,6.5,SONY
7579,6.5,SONY
13474,6.5,SONY
2475,6.5,SONY
9771,6.5,SONY
419,6.5,SONY
427,6.5,SONY
4925,6.5,SONY
14929,6.5,SONY
6863,6.5,SONY
1503,6.5,SONY
10433,6.5,SONY
14801,6.5,SONY
10468,6.5,SONY
1606,6.5,SONY
1706,6.5,SONY
1710,6.5,SONY
4078,6.5,SONY
10766,6.5,SONY
321,6.5,SONY
15030,6.5,SONY
10953,6.5,SONY
10954,6.5,SONY
5749,6.5,SONY
7149,6.5,SONY
10960,6.5,SONY
1971,6.5,SONY
10998,6.5,SONY
925,6.5,SONY
4973,6.5,SONY
385,6.5,SONY
5713,6.5,SONY
982,6.5,SONY
989,6.5,SONY
5009,6.5,SONY
6761,6.5,SONY
9794,6.5,SONY
9769,6.5,SONY
9720,6.5,SONY
1057,6.5,SONY
4489,6.5,SONY
15312,6.5,SONY
1233,6.5,SONY
6755,6.5,SONY
4403,6.5,SONY
6757,6.5,SONY
4391,6.5,SONY
4362,6.5,SONY
6798,6.5,SONY
1278,6.5,SONY
6767,6.5,SONY
6772,6.5,SONY
6773,6.5,SONY
6784,6.5,SONY
1333,6.5,SONY
1347,6.5,SONY
15546,6.5,SONY
10140,6.5,SONY
10143,6.5,SONY
1376,6.5,SONY
8880,6.5,SONY
4892,6.5,SONY
5373,6.5,SONY
11377,6.5,SONY
11232,6.5,SONY
6163,6.5,SONY
7326,6.5,SONY
7350,6.5,SONY
11210,6.5,SONY
11208,6.5,SONY
8043,6.5,SONY
841,6.5,SONY
6856,6.4,SONY
8354,6.4,SONY
2706,6.4,SONY
851,6.4,SONY
6888,6.4,SONY
6845,6.4,SONY
8318,6.4,SONY
5041,6.4,SONY
10359,6.4,SONY
9329,6.4,SONY
13076,6.4,SONY
2712,6.4,SONY
12137,6.4,SONY
13106,6.4,SONY
2704,6.4,SONY
13090,6.4,SONY
13108,6.4,SONY
4148,6.4,SONY
1576,6.4,SONY
7271,6.4,SONY
5546,6.4,SONY
2296,6.4,SONY
6016,6.4,SONY
3282,6.4,SONY
9088,6.4,SONY
14518,6.4,SONY
7015,6.4,SONY
9108,6.4,SONY
1735,6.4,SONY
5098,6.4,SONY
4062,6.4,SONY
9124,6.4,SONY
13806,6.4,SONY
4080,6.4,SONY
1687,6.4,SONY
4115,6.4,SONY
5972,6.4,SONY
4132,6.4,SONY
1480,6.4,SONY
10348,6.4,SONY
6837,6.4,SONY
10319,6.4,SONY
3713,6.4,SONY
3067,6.4,SONY
3066,6.4,SONY
1043,6.4,SONY
5081,6.4,SONY
12486,6.4,SONY
1259,6.4,SONY
8117,6.4,SONY
1242,6.4,SONY
2238,6.4,SONY
2842,6.4,SONY
4620,6.4,SONY
618,6.4,SONY
4604,6.4,SONY
8098,6.4,SONY
4600,6.4,SONY
4592,6.4,SONY
15445,6.4,SONY
9820,6.4,SONY
8169,6.4,SONY
2821,6.4,SONY
6842,6.4,SONY
6821,6.4,SONY
