id,nombre,plataforma,marca,puntuacion usuarios
16603,Jenga World Tour,Wii,NINTENDO,2.8
16596,R.I.P.D. The Game,PC,PC,1.5
16594,HBO Boxing,PlayStation,SONY,4.0
16591,Road Rage,PlayStation4,SONY,2.0
16604,World War II Combat: Iwo Jima,PC,PC,2.9
16600,Tenkai Knights: Brave Battle,3DS,NINTENDO,2.9
16599,Deca Sports Freedom,Xbox360,MICROSOFT,3.7
16586,Aquaman: Battle for Atlantis,GameCube,NINTENDO,2.8
16587,GoDai: Elemental Force,PlayStation2,SONY,3.5
16585,Looney Tunes: Acme Arsenal,Wii,NINTENDO,5.8
16589,Fray,PC,PC,2.4
16584,Basement Crawl,PlayStation4,SONY,2.8
16588,Rogue Warrior,PlayStation3,SONY,2.8
16583,Chicken Shoot,Wii,NINTENDO,5.2
16582,Raven's Cry,PC,PC,3.3
16574,The Quiet Man,PlayStation4,SONY,1.9
16576,Rogue Warrior,Xbox360,MICROSOFT,3.0
16580,Mortal Kombat: Special Forces,PlayStation,SONY,3.0
16575,Rambo: The Video Game,Xbox360,MICROSOFT,2.3
16572,Ping Pals,DS,NINTENDO,3.9
16581,Dragon Ball: Evolution,PSP,SONY,1.5
16579,American McGee Presents Bad Day LA,PC,PC,7.1
16573,Godzilla Unleashed: Double Smash,DS,NINTENDO,5.6
16578,Thundercats,DS,NINTENDO,1.7
16577,Sneakers,Xbox,MICROSOFT,3.4
16568,Jumper: Griffin's Story,Xbox360,MICROSOFT,3.3
16566,Game Party 2,Wii,NINTENDO,5.8
16569,Batman: Dark Tomorrow,GameCube,NINTENDO,3.0
16570,Duke Nukem: Critical Mass,DS,NINTENDO,3.7
16571,Wild West Online,PC,PC,1.5
16567,Rogue Warrior,PC,PC,3.4
16564,ARK: Survival Evolved,Switch,NINTENDO,2.4
16563,Hoodwink,PC,PC,2.4
16565,Tiny Racer,Switch,NINTENDO,8.1
16552,Crime Life: Gang Wars,Xbox,MICROSOFT,5.1
16554,MTV's Celebrity Deathmatch,PC,PC,5.0
16560,Transformers: Dark of the Moon - Stealth Force Edition,3DS,NINTENDO,3.7
16553,Ghostbusters,PlayStation4,SONY,1.4
16556,ShellShock 2: Blood Trails,Xbox360,MICROSOFT,5.7
16558,Fear Factor: Unleashed,GameBoyAdvance,NINTENDO,3.0
16555,Vampire Rain: Altered Species,PlayStation3,SONY,3.7
16557,Soda Drinker Pro,XboxOne,MICROSOFT,5.9
16551,Robocop,Xbox,MICROSOFT,4.2
16561,Power Rangers Megaforce,3DS,NINTENDO,4.1
16559,Air Conflicts: Vietnam Ultimate Edition,PlayStation4,SONY,1.7
16562,Tunnel Rats: 1968,PC,PC,3.4
16547,Dino Dini's Kick Off Revival,PlayStation4,SONY,4.5
16545,DreamWorks Kung Fu Panda 2,PlayStation3,SONY,3.6
16549,Big Oil: Build an Oil Empire,PC,PC,4.3
16550,ESPN Sports Connection,WiiU,NINTENDO,3.3
16546,Forever Worlds - Enter the Unknown,PC,PC,4.5
16548,CID The Dummy,Wii,NINTENDO,4.0
16544,The Asskickers,PC,PC,3.4
16543,Toy Shop,DS,NINTENDO,5.0
16537,Kabuki Warriors,Xbox,MICROSOFT,1.8
16518,Iron Man,PC,PC,2.6
16541,The Simpsons Wrestling,PlayStation,SONY,5.5
16534,Fighters Uncaged,Xbox360,MICROSOFT,4.6
16526,Escape Dead Island,Xbox360,MICROSOFT,3.7
16524,Weeping Doll,PlayStation4,SONY,2.7
16535,Dave Mirra BMX Challenge,PSP,SONY,4.6
16530,Best of Tests DS,DS,NINTENDO,5.0
16529,Giana Sisters: Dream Runners,XboxOne,MICROSOFT,4.9
16540,Ghostbusters,XboxOne,MICROSOFT,3.8
16538,Pool Party,Wii,NINTENDO,1.6
16521,Zombeer,PC,PC,5.7
16519,Bruce Lee: Quest of the Dragon,Xbox,MICROSOFT,2.5
16522,Women's Volleyball Championship,PlayStation2,SONY,4.0
16528,Gene Rain,XboxOne,MICROSOFT,3.6
16533,The Expendables 2 Videogame,Xbox360,MICROSOFT,4.4
16531,The Walking Dead: Survival Instinct,Xbox360,MICROSOFT,4.0
16539,Magus,PlayStation3,SONY,4.0
16527,Sonic Boom: Rise of Lyric,WiiU,NINTENDO,3.5
16542,Tony Hawk's Pro Skater 5,PlayStation4,SONY,1.5
16523,MTV's Celebrity Deathmatch,PlayStation2,SONY,3.6
16532,New World Order,PC,PC,3.0
16525,Land of the Dead: Road to Fiddler's Green,Xbox,MICROSOFT,6.5
16520,Rekoil,PC,PC,2.1
16536,Coliseum,PC,PC,3.2
16508,Van Helsing,GameBoyAdvance,NINTENDO,6.3
16505,Farming Simulator,Xbox360,MICROSOFT,6.2
16506,X Rebirth,PC,PC,3.2
16504,Mike Tyson Heavyweight Boxing,PlayStation2,SONY,3.5
16510,Demonworld: Dark Armies,PC,PC,7.8
16517,Target: Terror,Wii,NINTENDO,3.0
16501,Kick-Ass,PlayStation3,SONY,2.6
16497,Chicago Enforcer,Xbox,MICROSOFT,2.6
16511,Dragon Booster,DS,NINTENDO,7.0
16513,Mistmare,PC,PC,6.8
16498,Shrek: Super Party,Xbox,MICROSOFT,7.2
16507,Dawn of Fear,PlayStation4,SONY,4.6
16503,The Incredible Hulk,PC,PC,4.4
16499,AMY,PlayStation3,SONY,3.0
16514,Mortal Kombat Advance,GameBoyAdvance,NINTENDO,3.7
16502,Superman Returns,DS,NINTENDO,4.6
16500,AMY,PlayStation3,SONY,3.0
16509,Yu Yu Hakusho: Spirit Detective,GameBoyAdvance,NINTENDO,8.0
16516,Megamind: Ultimate Showdown,Xbox360,MICROSOFT,5.0
16515,Mobile Suit Gundam: Crossfire,PlayStation3,SONY,4.8
16512,Call of Duty: Black Ops Declassified,PlayStationVita,SONY,5.0
16490,Astro Boy: The Video Game,DS,NINTENDO,5.7
16484,The Walking Dead: Survival Instinct,PlayStation3,SONY,3.7
16488,Transformers: Dark of the Moon - Stealth Force Edition,Wii,NINTENDO,2.5
16486,March of the Penguins,DS,NINTENDO,8.1
16479,The Expendables 2 Videogame,PlayStation3,SONY,3.9
16494,Girl Fight,Xbox360,MICROSOFT,5.5
16492,Fantasy Hero: Unsigned Legacy,Switch,NINTENDO,3.7
16478,Jekyll & Hyde (2001),PC,PC,7.2
16483,Destroy All Humans! Path of the Furon,Xbox360,MICROSOFT,6.4
16491,Bomberman: Act Zero,Xbox360,MICROSOFT,2.2
16481,Shadow Harvest: Phantom Ops,PC,PC,2.3
16485,Past Cure,XboxOne,MICROSOFT,6.3
16493,The Shield: The Game,PC,PC,3.5
16495,Fast & Furious Crossroads,PC,PC,2.0
16489,You Are Empty,PC,PC,5.7
16487,Agony,XboxOne,MICROSOFT,4.5
16477,Rambo: The Video Game,PC,PC,1.6
16482,Takedown: Red Sabre,PC,PC,3.0
16480,David Beckham Soccer,GameBoyAdvance,NINTENDO,4.2
16496,McFarlane's Evil Prophecy,PlayStation2,SONY,3.0
16468,Fast & Furious Crossroads,PlayStation4,SONY,1.8
16450,Infernal: Hell's Vengeance,Xbox360,MICROSOFT,4.8
16451,Tsunami 2265,PC,PC,4.4
16471,Super Seducer: How to Talk to Girls,PC,PC,6.4
16463,Street Jam Basketball,GameBoyAdvance,NINTENDO,7.7
16474,Langrisser Re:Incarnation -TENSEI-,3DS,NINTENDO,4.4
16469,Girl Fight,PlayStation3,SONY,4.9
16449,One Piece: Grand Cruise,PlayStation4,SONY,2.8
16476,Fireburst,Xbox360,MICROSOFT,4.0
16459,George of the Jungle and the Search for the Secret,Wii,NINTENDO,4.0
16475,ShellShock 2: Blood Trails,PlayStation3,SONY,4.8
16458,Jeremy McGrath Supercross World,PlayStation2,SONY,2.9
16454,Charlie and the Chocolate Factory,PlayStation2,SONY,4.1
16470,Valhalla Knights: Eldar Saga,Wii,NINTENDO,6.9
16466,Drug Wars (2009),PC,PC,4.5
16465,NCIS,Xbox360,MICROSOFT,4.0
16453,Terminator 3: Rise of the Machines,Xbox,MICROSOFT,2.0
16456,Dead Space Ignition,Xbox360,MICROSOFT,4.5
16457,7 Days to Die,XboxOne,MICROSOFT,5.4
16455,Fantastic Four: Rise of the Silver Surfer,DS,NINTENDO,4.8
16473,Star Raiders,Xbox360,MICROSOFT,5.0
16462,Showtime Championship Boxing,Wii,NINTENDO,4.4
16461,Enemy Front,Xbox360,MICROSOFT,5.6
16460,The Golden Compass,Wii,NINTENDO,6.8
16467,The History Channel: Battle for the Pacific,Xbox360,MICROSOFT,5.9
16464,Bad Boys: Miami Takedown,Xbox,MICROSOFT,5.9
16452,Bad Boys: Miami Takedown,GameCube,NINTENDO,2.0
16472,Fugitive Hunter: War on Terror,PlayStation2,SONY,5.0
16432,MTV's Celebrity Deathmatch,Xbox,MICROSOFT,1.9
16433,Disney Sports Skateboarding,GameCube,NINTENDO,4.7
16445,Arc of Alchemist,Switch,NINTENDO,4.0
16428,Damnation,Xbox360,MICROSOFT,5.3
16444,Double D Dodgeball,Xbox360,MICROSOFT,7.0
16425,Coffin Dodgers,PlayStation4,SONY,4.6
16423,Kung Fu Rider,PlayStation3,SONY,4.3
16446,Fight Club,PlayStation2,SONY,4.4
16427,Fantastic Four: Rise of the Silver Surfer,PlayStation2,SONY,6.3
16436,Legends of Pegasus,PC,PC,1.5
16417,Pimp My Ride,PlayStation2,SONY,4.4
16435,Hollow,Switch,NINTENDO,4.6
16438,Damnation,PlayStation3,SONY,3.1
16437,Power Gig: Rise of the SixString,Xbox360,MICROSOFT,2.1
16442,Umbrella Corps,PC,PC,2.1
16439,Alekhine's Gun,PlayStation4,SONY,3.7
16419,Sniper: Art of Victory,PC,PC,3.2
16426,X-Men: Destiny,Wii,NINTENDO,4.1
16429,The Shield: The Game,PlayStation2,SONY,5.4
16422,The Sum of All Fears,GameCube,NINTENDO,3.6
16448,Tokyo Tattoo Girls,PlayStationVita,SONY,4.1
16430,Orion: Dino Horde,PC,PC,5.7
16418,The History Channel: Battle for the Pacific,PlayStation3,SONY,1.8
16416,Dead Space Ignition,PlayStation3,SONY,3.9
16443,Risen 3: Titan Lords,PlayStation3,SONY,3.8
16447,Eternity: The Last Unicorn,PlayStation4,SONY,3.9
16431,Power Gig: Rise of the SixString,PlayStation3,SONY,2.4
16441,Torrente,PC,PC,8.7
16440,Jeremy McGrath Supercross World,GameCube,NINTENDO,6.0
16420,Darkstar: The Interactive Movie,PC,PC,6.3
16424,NBA Live 14,XboxOne,MICROSOFT,3.1
16421,Shaq Fu: A Legend Reborn,PlayStation4,SONY,5.2
16434,Teenage Mutant Ninja Turtles: Arcade Attack,DS,NINTENDO,5.9
16396,Fight Club,Xbox,MICROSOFT,4.9
16386,Tenchu: Dark Secret,DS,NINTENDO,5.8
16390,TMNT,PSP,SONY,4.3
16393,Legend of the Dragon,Wii,NINTENDO,4.8
16413,Fluster Cluck,PlayStation4,SONY,4.1
16404,Wonder World Amusement Park,Wii,NINTENDO,4.5
16392,Shifters,PlayStation2,SONY,5.9
16401,Left Alive,PlayStation4,SONY,8.3
16391,Aqua Teen Hunger Force Zombie Ninja Pro-Am,PlayStation2,SONY,6.3
16400,Blackwater,Xbox360,MICROSOFT,4.8
16414,Combat Medic: Special Operations,PC,PC,4.8
16407,Traitors Gate 2,PC,PC,3.8
16409,Escape from Bug Island,Wii,NINTENDO,5.3
16398,Crash Boom Bang!,DS,NINTENDO,4.4
16405,Ready 2 Rumble Revolution,Wii,NINTENDO,4.4
16399,Hour of Victory,Xbox360,MICROSOFT,3.1
16394,Quantum Theory,Xbox360,MICROSOFT,3.6
16412,Lucha Fury,Xbox360,MICROSOFT,5.9
16397,Agony,PlayStation4,SONY,4.6
16388,Torino 2006 - The Official Video Game of the XX Olympic Winter Games,PC,PC,5.5
16406,Crystal Rift,PlayStation4,SONY,6.6
16389,Speed Zone,Wii,NINTENDO,3.8
16411,3D Classics: Urban Champion,3DS,NINTENDO,5.7
16415,Past Cure,PlayStation4,SONY,4.7
16408,Frogger 2,Xbox360,MICROSOFT,6.3
16387,Napoleon Dynamite: The Game,PSP,SONY,4.6
16410,Tamagotchi Party On!,Wii,NINTENDO,4.0
16402,Rocky and Bullwinkle,Xbox360,MICROSOFT,4.4
16403,Underworld Ascendant,PC,PC,2.1
16395,Duke Nukem: Land of the Babes,PlayStation,SONY,6.9
16355,Naruto Shippuden: Dragon Blade Chronicles,Wii,NINTENDO,3.3
16356,Vampire Rain,Xbox360,MICROSOFT,3.1
16339,Putty Squad,PlayStation4,SONY,3.0
16379,Godzilla,PlayStation4,SONY,3.3
16344,Battle: Los Angeles,PC,PC,3.1
16343,Battleship,Xbox360,MICROSOFT,1.9
16342,Dead or Alive Paradise,PSP,SONY,5.8
16364,Blades of Time,Switch,NINTENDO,4.9
16380,Bubble Bobble Revolution,DS,NINTENDO,6.2
16374,ECW Anarchy Rulz,Dreamcast,SEGA,7.8
16340,Motocross Mania 3,Xbox,MICROSOFT,3.3
16367,Heavy Fire: Red Shadow,PlayStation4,SONY,4.3
16345,Attack of the Movies 3D,Xbox360,MICROSOFT,1.7
16348,G.I. Combat,PC,PC,3.6
16382,"Harry Potter and the Deathly Hallows, Part 1",Xbox360,MICROSOFT,4.8
16369,SoulCalibur: Lost Swords,PlayStation3,SONY,2.0
16366,Legend of the Dragon,PSP,SONY,5.3
16353,The Walking Dead: Survival Instinct,PC,PC,2.6
16381,Pure Futbol,Xbox360,MICROSOFT,7.9
16368,Terminator 3: Rise of the Machines,PlayStation2,SONY,5.9
16351,Godzilla Unleashed,PlayStation2,SONY,6.3
16384,Touhou Kobuto V: Burst Battle,Switch,NINTENDO,5.3
16372,Hello Neighbor,PC,PC,4.7
16378,Steel Battalion: Heavy Armor,Xbox360,MICROSOFT,2.5
16347,Umbrella Corps,PlayStation4,SONY,2.5
16358,Project Root,XboxOne,MICROSOFT,5.0
16373,Looney Tunes: Acme Arsenal,PlayStation2,SONY,5.2
16350,Pimp My Ride,Xbox360,MICROSOFT,3.8
16385,Randall,PlayStation4,SONY,2.5
16383,Far Cry Vengeance,Wii,NINTENDO,5.4
16357,Thor: God of Thunder,Xbox360,MICROSOFT,5.7
16377,Star Wars Episode II: Attack of the Clones,GameBoyAdvance,NINTENDO,3.8
16363,The Simpsons Skateboarding,PlayStation2,SONY,4.0
16376,The Mummy: Tomb of the Dragon Emperor,PlayStation2,SONY,6.1
16354,Teenage Mutant Ninja Turtles: Out of the Shadows,Xbox360,MICROSOFT,5.3
16375,Left Behind: Eternal Forces,PC,PC,3.5
16352,DARK,Xbox360,MICROSOFT,4.1
16371,"Harry Potter and the Deathly Hallows, Part 1",PlayStation3,SONY,2.9
16370,Dying: Reborn,PlayStation4,SONY,5.2
16349,Driven,PlayStation2,SONY,3.0
16341,Burnout Legends,DS,NINTENDO,6.1
16365,Rock Revolution,Xbox360,MICROSOFT,5.2
16362,Kengo: Legend of the 9,Xbox360,MICROSOFT,4.1
16361,Seven Kingdoms: Conquest,PC,PC,4.0
16359,Carnival Games: Mini-Golf,Wii,NINTENDO,6.3
16360,Raven Squad: Operation Hidden Dagger,Xbox360,MICROSOFT,3.5
16346,Painkiller: Resurrection,PC,PC,4.2
16300,Torino 2006 - the Official Video Game of the XX Olympic Winter Games,PlayStation2,SONY,7.3
16310,Senran Kagura Reflexions,Switch,NINTENDO,7.5
16304,Army Men: Green Rogue,PlayStation2,SONY,3.8
16338,Star Wars: Flight of the Falcon,GameBoyAdvance,NINTENDO,5.9
16299,Ultimate Beach Soccer,Xbox,MICROSOFT,6.8
16319,Ju-on: The Grudge,Wii,NINTENDO,5.4
16331,Universal Studios Theme Parks Adventure,GameCube,NINTENDO,3.2
16316,25 to Life,PlayStation2,SONY,5.0
16306,25 to Life,PC,PC,5.1
16326,The Mummy: Tomb of the Dragon Emperor,Wii,NINTENDO,6.4
16332,Resident Evil: Survivor,PlayStation,SONY,6.1
16293,Deep Black: Reloaded,PC,PC,3.8
16321,R.I.P.D. The Game,Xbox360,MICROSOFT,3.4
16295,Montague's Mount,PC,PC,5.0
16297,SuperPower,PC,PC,3.9
16324,Anacapri: The Dream,PC,PC,4.2
16330,Remothered: Broken Porcelain,PC,PC,5.2
16303,Air Raid: This Is Not a Drill!,PC,PC,6.6
16314,Family Guy: Back to the Multiverse,Xbox360,MICROSOFT,5.0
16318,Coffeetime Crosswords,Xbox360,MICROSOFT,3.4
16336,Pacific Rim,Xbox360,MICROSOFT,4.8
16302,Drive Girls,PlayStationVita,SONY,5.5
16307,Doctor Who: The Eternity Clock,PlayStation3,SONY,6.4
16312,Brain Boost: Beta Wave,DS,NINTENDO,2.5
16311,RollerCoaster Tycoon 3D,3DS,NINTENDO,2.6
16309,Troll and I,PlayStation4,SONY,4.7
16305,Turning Point: Fall of Liberty,PC,PC,4.4
16315,Charlie and the Chocolate Factory,Xbox,MICROSOFT,2.0
16294,Battle: Los Angeles,Xbox360,MICROSOFT,4.6
16308,Wacky Races: Crash & Dash,Wii,NINTENDO,6.2
16313,The Polar Express,PlayStation2,SONY,5.5
16323,"Monsters, Inc. Scream Arena",GameCube,NINTENDO,6.0
16337,Alone in the Dark,Wii,NINTENDO,4.5
16301,Fantastic Four: Rise of the Silver Surfer,Wii,NINTENDO,5.9
16325,Onechanbara: Bikini Samurai Squad,Xbox360,MICROSOFT,6.3
16333,Realms of Ancient War,PC,PC,4.6
16328,The Deer God,Switch,NINTENDO,2.8
16320,Thor: God of Thunder,PlayStation3,SONY,4.5
16335,Tony Hawk's Pro Skater 5,XboxOne,MICROSOFT,2.1
16334,Inkheart,DS,NINTENDO,2.2
16322,Raven Squad: Operation Hidden Dagger,PC,PC,3.1
16298,The Cursed Crusade,Xbox360,MICROSOFT,4.5
16327,Cartoon Network Racing,PlayStation2,SONY,6.5
16329,Coffee Tycoon,PC,PC,4.7
16296,Charlie and the Chocolate Factory,GameCube,NINTENDO,3.2
16317,Hello Neighbor,Switch,NINTENDO,4.3
16268,Made Man: Confessions of the Family Blood,PC,PC,5.8
16267,Screwjumper!,Xbox360,MICROSOFT,3.4
16286,Family Guy: Back to the Multiverse,PlayStation3,SONY,6.4
16280,The Warriors: Street Brawl,Xbox360,MICROSOFT,6.4
16282,Blood Drive,Xbox360,MICROSOFT,5.8
16260,Evil Dead: Hail to the King,PC,PC,5.2
16279,Inner Chains,PC,PC,4.9
16281,Zatch Bell! Mamodo Fury,PlayStation2,SONY,7.6
16272,Psychotoxic,PC,PC,4.8
16274,Eureka Seven Vol. 2: The New Vision,PlayStation2,SONY,7.2
16291,Real Steel,Xbox360,MICROSOFT,6.5
16290,Looney Tunes: Acme Arsenal,Xbox360,MICROSOFT,7.1
16275,Adventure Time: Explore the Dungeon Because I DON'T KNOW!,PlayStation3,SONY,4.0
16255,Delta Force: Xtreme 2,PC,PC,4.9
16289,MotionSports,Xbox360,MICROSOFT,4.0
16261,Naval Assault: The Killing Tide,Xbox360,MICROSOFT,4.5
16287,The Golden Compass,PlayStation3,SONY,4.8
16256,Slain!,PC,PC,5.3
16283,Prison Break: The Conspiracy,Xbox360,MICROSOFT,4.8
16277,Farming Simulator,PlayStation3,SONY,2.9
16273,ShellShock 2: Blood Trails,PC,PC,5.3
16284,Dragon Ball Z: Taiketsu,GameBoyAdvance,NINTENDO,6.0
16259,The Polar Express,GameCube,NINTENDO,4.7
16292,Soldier Elite,PC,PC,3.6
16269,Chronus Arc,3DS,NINTENDO,6.1
16276,Painkiller: Hell & Damnation,PlayStation3,SONY,6.9
16271,Emergency Mayhem,Wii,NINTENDO,4.3
16262,The Chaos Engine (2013),PC,PC,7.6
16265,Ace Banana,PlayStation4,SONY,4.3
16278,Escape Dead Island,PlayStation3,SONY,3.1
16264,Ducati World Racing Challenge,Dreamcast,SEGA,6.8
16257,Alekhine's Gun,PC,PC,4.7
16258,Tank Beat,DS,NINTENDO,5.4
16288,Scourge: Outbreak,Xbox360,MICROSOFT,6.7
16270,Adventure Time: Explore the Dungeon Because I DON'T KNOW!,WiiU,NINTENDO,5.2
16263,Space Raiders,GameCube,NINTENDO,7.8
16285,Tamarin,PlayStation4,SONY,6.5
16266,DRIV3R,PC,PC,3.3
16231,"Harry Potter and the Deathly Hallows, Part 1",Wii,NINTENDO,5.0
16216,Things on Wheels,Xbox360,MICROSOFT,6.0
16244,Mall Tycoon,PC,PC,4.8
16239,Brigade E5: New Jagged Union,PC,PC,6.8
16212,Legacy: Dark Shadows,PC,PC,3.7
16214,Iron Man 2,Xbox360,MICROSOFT,5.8
16213,Planet of the Apes,PC,PC,4.6
16242,American Idol,PlayStation2,SONY,4.8
16245,Duke Nukem: Manhattan Project,Xbox360,MICROSOFT,7.0
16250,Star Trek: Shattered Universe,Xbox,MICROSOFT,3.9
16241,Dragon's Lair,Xbox360,MICROSOFT,6.0
16240,Street Supremacy,PSP,SONY,6.5
16225,Alien Blast: The Encounter,PC,PC,3.6
16227,Rally Challenge 2000,Nintendo64,NINTENDO,6.0
16223,Wacky Races: Crash & Dash,DS,NINTENDO,6.0
16229,Timeline,PC,PC,5.8
16254,WWII Aces,Wii,NINTENDO,5.4
16238,Lets Fish! Hooked On,PlayStationVita,SONY,6.5
16234,JASF: Jane's Advanced Strike Fighters,PlayStation3,SONY,4.0
16249,Dollhouse,PlayStation4,SONY,4.7
16218,Transformers: Cybertron Adventures,Wii,NINTENDO,6.7
16252,Way of the Dogg,Xbox360,MICROSOFT,3.3
16251,Nickelodeon Kart Racers,Switch,NINTENDO,4.9
16217,Cyberball 2072,Xbox360,MICROSOFT,8.1
16219,25 to Life,Xbox,MICROSOFT,7.3
16222,Damnation,PC,PC,4.2
16210,Iron Man 2,Wii,NINTENDO,4.3
16243,007 Legends,PlayStation3,SONY,4.2
16233,Gungrave VR,PlayStation4,SONY,4.2
16211,Rugby 18,PlayStation4,SONY,4.2
16247,0 Day Attack on Earth,Xbox360,MICROSOFT,4.5
16236,DARK,PC,PC,4.2
16248,Iron Man 2,PlayStation3,SONY,5.3
16246,Clash of the Titans,PlayStation3,SONY,1.7
16235,Rapala Tournament Fishing!,Wii,NINTENDO,5.3
16237,Seduce Me,PC,PC,3.4
16253,4PM,PC,PC,4.2
16228,GT Pro Series,Wii,NINTENDO,4.2
16226,Robot Arena,PC,PC,7.3
16215,Wayward Manor,PC,PC,4.4
16224,One Way Trip,PlayStation4,SONY,4.3
16221,Mana Khemia: Student Alliance,PSP,SONY,6.7
16232,The Golden Compass,Xbox360,MICROSOFT,4.1
16230,MotionSports Adrenaline,Xbox360,MICROSOFT,6.4
16220,Arcania: Fall of Setarrif,PC,PC,1.9
16206,Tennis World Tour,XboxOne,MICROSOFT,1.8
16208,Spider-Man 2: The Game,PC,PC,3.8
16199,MX vs. ATV Supercross Encore,PlayStation4,SONY,4.2
16168,Stormrise,PC,PC,4.9
16198,Rock Revolution,PlayStation3,SONY,6.6
16163,Venetica,Xbox360,MICROSOFT,7.5
16179,The Elder Scrolls: Blades,Switch,NINTENDO,2.6
16182,ArchLord,PC,PC,5.7
16194,KURSK,PC,PC,3.9
16197,Stranger,PC,PC,4.5
16172,The Sopranos: Road to Respect,PlayStation2,SONY,4.2
16169,Star Trek The Video Game,Xbox360,MICROSOFT,2.6
16202,Prison Break: The Conspiracy,PlayStation3,SONY,3.7
16164,One Piece: Romance Dawn,3DS,NINTENDO,6.7
16191,Turning Point: Fall of Liberty,PlayStation3,SONY,5.5
16189,Gleamlight,Switch,NINTENDO,2.0
16178,Time and Eternity,PlayStation3,SONY,5.3
16180,MC Groovz Dance Craze,GameCube,NINTENDO,6.8
16196,Steel Horizon,DS,NINTENDO,5.8
16175,Remothered: Broken Porcelain,PlayStation4,SONY,5.4
16181,Bloodforge,Xbox360,MICROSOFT,7.3
16165,Game Tycoon,PC,PC,3.4
16183,Contra: Rogue Corps,Switch,NINTENDO,4.8
16203,TMNT,DS,NINTENDO,3.6
16188,Brave: A Warrior's Tale,Xbox360,MICROSOFT,5.0
16195,Hello Neighbor,XboxOne,MICROSOFT,4.5
16171,Dino Island,PC,PC,7.6
16167,Ghostbusters: Sanctum of Slime,PlayStation3,SONY,3.4
16190,Zumba Fitness: Join the Party,Xbox360,MICROSOFT,5.5
16177,Block Factory,3DS,NINTENDO,5.3
16166,Iron Man,PlayStation3,SONY,6.1
16173,Final Fight: Streetwise,Xbox,MICROSOFT,5.8
16207,Hellboy: The Science of Evil,PSP,SONY,7.0
16192,Family Party: 30 Great Games,Wii,NINTENDO,2.4
16185,Coraline,Wii,NINTENDO,6.0
16200,CSI: Crime Scene Investigation: Fatal Conspiracy,Xbox360,MICROSOFT,4.8
16184,Nickelodeon Kart Racers,PlayStation4,SONY,4.9
16201,Go! Sports Skydiving,PlayStation3,SONY,4.0
16204,Arcania: The Complete Tale,PlayStation3,SONY,4.6
16205,Xiaolin Showdown,PlayStation2,SONY,5.9
16176,Fear Effect Sedna,PC,PC,5.4
16186,Beyond the Law: The Third Wave,PC,PC,4.2
16174,G.I. Joe: The Rise of Cobra,Xbox360,MICROSOFT,4.7
16209,Star Trek: Shattered Universe,PlayStation2,SONY,8.3
